"",".id","X......id","X....TimeUS","X....DateUS","X....League","netEMEdge.Adjusted","PropHKPriceEdge.Adjusted","PropnetProbBEdge.Adjusted","KProbHKPrice.Adjusted","KProbnetProbB.Adjusted","KProbFixed.Adjusted","KProbFixednetProbB.Adjusted","KEMProb.Adjusted","KEMProbnetProbB.Adjusted","KProbHalf.Adjusted","KProbHalfnetProbB.Adjusted","KProbQuarter.Adjusted","KProbQuarternetProbB.Adjusted","KProbAdj.Adjusted","KProbAdjnetProbB.Adjusted","KHalfAdj.Adjusted","KHalfAdjnetProbB.Adjusted","KEMQuarterAdj.Adjusted","KEMQuarterAdjnetProbB.Adjusted"
"367","Kelly3","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  "
"368","Kelly3","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  "
"369","Kelly3","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  "
"370","Kelly3","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  "
"371","Kelly3",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","Kelly4","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  "
"373","Kelly4","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  "
"374","Kelly4","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  "
"375","Kelly4","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  "
"376","Kelly4","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  "
"377","Kelly4","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  "
"378","Kelly4",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  "
"380","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  "
"381","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  "
"382","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  "
"383","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  "
"384","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  "
"385","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","Kelly2","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  "
"387","Kelly2","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  "
"388","Kelly2","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  "
"389","Kelly2","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  "
"390","Kelly2","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  "
"391","Kelly2","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  "
"392","Kelly2",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","Kelly3","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  "
"394","Kelly3","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  "
"395","Kelly3","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  "
"396","Kelly3","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  "
"397","Kelly3","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  "
"398","Kelly3","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  "
"399","Kelly3",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","Kelly4","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  "
"401","Kelly4","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  "
"402","Kelly4","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  "
"403","Kelly4","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  "
"404","Kelly4","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  "
"405","Kelly4","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  "
"406","Kelly4",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  "
"408","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  "
"409","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  "
"410","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  "
"411","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  "
"412","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  "
"413","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","Kelly2","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  "
"415","Kelly2","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  "
"416","Kelly2","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  "
"417","Kelly2","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  "
"418","Kelly2","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  "
"419","Kelly2","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  "
"420","Kelly2",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  ","Min.   :1  "
"422","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  ","1st Qu.:1  "
"423","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  ","Median :1  "
"424","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  ","Mean   :1  "
"425","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  ","3rd Qu.:1  "
"426","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  ","Max.   :1  "
"427","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
