"",".id","X......id","X....TimeUS","X....DateUS","X....League","netEMEdge.Volume","PropHKPriceEdge.Volume","PropnetProbBEdge.Volume","KProbHKPrice.Volume","KProbnetProbB.Volume","KProbFixed.Volume","KProbFixednetProbB.Volume","KEMProb.Volume","KEMProbnetProbB.Volume","KProbHalf.Volume","KProbHalfnetProbB.Volume","KProbQuarter.Volume","KProbQuarternetProbB.Volume","KProbAdj.Volume","KProbAdjnetProbB.Volume","KHalfAdj.Volume","KHalfAdjnetProbB.Volume","KEMQuarterAdj.Volume","KEMQuarterAdjnetProbB.Volume"
"391","Kelly2","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1600.00  ","Max.   :6702.41  ","Max.   :6702.423  ","Max.   :1600.00  ","Max.   :1600.00  ","Max.   :1600.00  ","Max.   :1600.00  ","Max.   :3.46461  ","Max.   :3.46461  ","Max.   :399.515  ","Max.   :399.587  ","Max.   :99.2718  ","Max.   :99.3804  ","Max.   :1600.00  ","Max.   :1600.00  ","Max.   :204.07878  ","Max.   :225.61289  ","Max.   :26.030094  ","Max.   :31.81324  "
"392","Kelly2",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","Kelly3","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   0.50  ","Min.   :   2.8  ","Min.   :   2.518  ","Min.   :   0.2638  ","Min.   :   0.1829  ","Min.   :   0.4126  ","Min.   :   0.3254  ","Min.   :0.0000  ","Min.   :0.0000  ","Min.   :  0.000  ","Min.   :  0.000  ","Min.   : 0.0000  ","Min.   : 0.00000  ","Min.   :   0.4126  ","Min.   :   0.3254  ","Min.   :  0.0348  ","Min.   :  0.0193  ","Min.   : 0.00175  ","Min.   : 0.00001  "
"394","Kelly3","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:  12.50  ","1st Qu.:  53.1  ","1st Qu.:  53.019  ","1st Qu.:  12.7553  ","1st Qu.:  12.7549  ","1st Qu.:  12.9287  ","1st Qu.:  13.0000  ","1st Qu.:0.8747  ","1st Qu.:0.8743  ","1st Qu.:  2.583  ","1st Qu.:  2.590  ","1st Qu.: 0.0000  ","1st Qu.: 0.00187  ","1st Qu.:  12.9287  ","1st Qu.:  13.0000  ","1st Qu.:  1.4359  ","1st Qu.:  1.4073  ","1st Qu.: 0.16275  ","1st Qu.: 0.15417  "
"395","Kelly3","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :  26.00  ","Median : 110.7  ","Median : 110.624  ","Median :  26.5000  ","Median :  26.5000  ","Median :  27.0000  ","Median :  27.0000  ","Median :1.0405  ","Median :1.0405  ","Median :  6.073  ","Median :  6.091  ","Median : 0.8352  ","Median : 0.85438  ","Median :  27.0000  ","Median :  27.0000  ","Median :  3.0811  ","Median :  3.1250  ","Median : 0.36214  ","Median : 0.37608  "
"396","Kelly3","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :  40.53  ","Mean   : 169.6  ","Mean   : 169.638  ","Mean   :  40.7356  ","Mean   :  40.7357  ","Mean   :  41.1249  ","Mean   :  41.1280  ","Mean   :1.0401  ","Mean   :1.0402  ","Mean   :  9.636  ","Mean   :  9.638  ","Mean   : 1.8242  ","Mean   : 1.83993  ","Mean   :  41.1249  ","Mean   :  41.1280  ","Mean   :  4.8022  ","Mean   :  4.9159  ","Mean   : 0.57059  ","Mean   : 0.61977  "
"397","Kelly3","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:  50.00  ","3rd Qu.: 205.5  ","3rd Qu.: 205.474  ","3rd Qu.:  50.0000  ","3rd Qu.:  50.0000  ","3rd Qu.:  50.0000  ","3rd Qu.:  50.0000  ","3rd Qu.:1.2009  ","3rd Qu.:1.2008  ","3rd Qu.: 11.882  ","3rd Qu.: 11.851  ","3rd Qu.: 2.2562  ","3rd Qu.: 2.26291  ","3rd Qu.:  50.0000  ","3rd Qu.:  50.0000  ","3rd Qu.:  5.7809  ","3rd Qu.:  5.9309  ","3rd Qu.: 0.68784  ","3rd Qu.: 0.75413  "
"398","Kelly3","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1600.00  ","Max.   :6702.4  ","Max.   :6702.423  ","Max.   :1600.0000  ","Max.   :1600.0000  ","Max.   :2690.9431  ","Max.   :2533.4598  ","Max.   :6.1177  ","Max.   :5.7459  ","Max.   :399.515  ","Max.   :399.587  ","Max.   :99.2718  ","Max.   :99.38039  ","Max.   :2690.9431  ","Max.   :2533.4598  ","Max.   :336.3679  ","Max.   :339.3985  ","Max.   :42.04599  ","Max.   :45.46799  "
"399","Kelly3",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","Kelly4","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   0.50  ","Min.   :   2.80  ","Min.   :   2.518  ","Min.   :   0.50  ","Min.   :   0.50  ","Min.   :   0.50  ","Min.   :   0.50  ","Min.   :0.07686  ","Min.   :0.07686  ","Min.   :  0.000  ","Min.   :  0.000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   :   0.50  ","Min.   :   0.50  ","Min.   :  0.04419  ","Min.   :  0.01928  ","Min.   : 0.001752  ","Min.   : 0.00001  "
"401","Kelly4","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:  12.50  ","1st Qu.:  53.08  ","1st Qu.:  53.004  ","1st Qu.:  12.74  ","1st Qu.:  12.74  ","1st Qu.:  12.74  ","1st Qu.:  12.74  ","1st Qu.:0.87514  ","1st Qu.:0.87514  ","1st Qu.:  2.583  ","1st Qu.:  2.588  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.:  12.74  ","1st Qu.:  12.74  ","1st Qu.:  1.43429  ","1st Qu.:  1.40500  ","1st Qu.: 0.162486  ","1st Qu.: 0.15357  "
"402","Kelly4","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :  26.00  ","Median : 110.70  ","Median : 110.620  ","Median :  26.50  ","Median :  26.50  ","Median :  26.50  ","Median :  26.50  ","Median :1.04050  ","Median :1.04050  ","Median :  6.065  ","Median :  6.087  ","Median : 0.8304  ","Median : 0.8509  ","Median :  26.50  ","Median :  26.50  ","Median :  3.06711  ","Median :  3.11998  ","Median : 0.361076  ","Median : 0.37508  "
"403","Kelly4","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :  40.53  ","Mean   : 169.63  ","Mean   : 169.632  ","Mean   :  40.73  ","Mean   :  40.73  ","Mean   :  40.73  ","Mean   :  40.73  ","Mean   :1.03375  ","Mean   :1.03375  ","Mean   :  9.630  ","Mean   :  9.631  ","Mean   : 1.8193  ","Mean   : 1.8352  ","Mean   :  40.73  ","Mean   :  40.73  ","Mean   :  4.75740  ","Mean   :  4.87278  ","Mean   : 0.565425  ","Mean   : 0.61479  "
"404","Kelly4","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:  50.00  ","3rd Qu.: 205.50  ","3rd Qu.: 205.474  ","3rd Qu.:  50.00  ","3rd Qu.:  50.00  ","3rd Qu.:  50.00  ","3rd Qu.:  50.00  ","3rd Qu.:1.19672  ","3rd Qu.:1.19672  ","3rd Qu.: 11.875  ","3rd Qu.: 11.843  ","3rd Qu.: 2.2500  ","3rd Qu.: 2.2550  ","3rd Qu.:  50.00  ","3rd Qu.:  50.00  ","3rd Qu.:  5.73820  ","3rd Qu.:  5.87776  ","3rd Qu.: 0.683290  ","3rd Qu.: 0.74956  "
"405","Kelly4","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1600.00  ","Max.   :6702.41  ","Max.   :6702.423  ","Max.   :1600.00  ","Max.   :1600.00  ","Max.   :1600.00  ","Max.   :1600.00  ","Max.   :3.46461  ","Max.   :3.46461  ","Max.   :399.515  ","Max.   :399.587  ","Max.   :99.2718  ","Max.   :99.3804  ","Max.   :1600.00  ","Max.   :1600.00  ","Max.   :204.07878  ","Max.   :225.61289  ","Max.   :26.030094  ","Max.   :31.81324  "
"406","Kelly4",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   0.50  ","Min.   : 0.000  ","Min.   : 0.1201  ","Min.   :0.0000  ","Min.   :0.0000  ","Min.   :0.01341  ","Min.   :0.002018  ","Min.   :0.0000  ","Min.   :0.0000  ","Min.   :0.000000  ","Min.   :0.000000  ","Min.   :0.0000000  ","Min.   :0.0000000  ","Min.   :0.01341  ","Min.   :0.002018  ","Min.   :0.0008217  ","Min.   :0.0000058  ","Min.   :0.0000087  ","Min.   :0.00000  "
"408","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:  12.50  ","1st Qu.: 2.515  ","1st Qu.: 2.3834  ","1st Qu.:0.7634  ","1st Qu.:0.7837  ","1st Qu.:0.30584  ","1st Qu.:0.353842  ","1st Qu.:0.7634  ","1st Qu.:0.7837  ","1st Qu.:0.000000  ","1st Qu.:0.006984  ","1st Qu.:0.0000000  ","1st Qu.:0.0000000  ","1st Qu.:0.30584  ","1st Qu.:0.353842  ","1st Qu.:0.0770640  ","1st Qu.:0.0704801  ","1st Qu.:0.0175242  ","1st Qu.:0.01340  "
"409","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :  26.00  ","Median : 3.330  ","Median : 3.2807  ","Median :1.0903  ","Median :1.0887  ","Median :0.36801  ","Median :0.371217  ","Median :1.0903  ","Median :1.0887  ","Median :0.001965  ","Median :0.018394  ","Median :0.0000000  ","Median :0.0000000  ","Median :0.36801  ","Median :0.371217  ","Median :0.0834685  ","Median :0.0938716  ","Median :0.0202324  ","Median :0.02283  "
"410","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :  40.53  ","Mean   : 3.467  ","Mean   : 3.5612  ","Mean   :1.1392  ","Mean   :1.1834  ","Mean   :0.36909  ","Mean   :0.376373  ","Mean   :1.1392  ","Mean   :1.1834  ","Mean   :0.058136  ","Mean   :0.040181  ","Mean   :0.0001542  ","Mean   :0.0001625  ","Mean   :0.36909  ","Mean   :0.376373  ","Mean   :0.0837776  ","Mean   :0.0908926  ","Mean   :0.0195634  ","Mean   :0.02371  "
"411","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:  50.00  ","3rd Qu.: 4.298  ","3rd Qu.: 4.5036  ","3rd Qu.:1.4654  ","3rd Qu.:1.4988  ","3rd Qu.:0.42221  ","3rd Qu.:0.383999  ","3rd Qu.:1.4654  ","3rd Qu.:1.4988  ","3rd Qu.:0.091810  ","3rd Qu.:0.035882  ","3rd Qu.:0.0000000  ","3rd Qu.:0.0000000  ","3rd Qu.:0.42221  ","3rd Qu.:0.383999  ","3rd Qu.:0.0875169  ","3rd Qu.:0.1118614  ","3rd Qu.:0.0212537  ","3rd Qu.:0.03325  "
"412","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1600.00  ","Max.   :15.598  ","Max.   :23.8189  ","Max.   :6.7165  ","Max.   :7.8712  ","Max.   :5.16100  ","Max.   :4.868746  ","Max.   :6.7165  ","Max.   :7.8712  ","Max.   :2.721191  ","Max.   :2.798399  ","Max.   :0.9060500  ","Max.   :0.9145923  ","Max.   :5.16100  ","Max.   :4.868746  ","Max.   :1.3741696  ","Max.   :1.4620996  ","Max.   :0.3658868  ","Max.   :0.43907  "
"413","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","Kelly2","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   0.50  ","Min.   : 0.000  ","Min.   : 0.1201  ","Min.   :0.0000  ","Min.   :0.0400  ","Min.   :0.03101  ","Min.   :0.03271  ","Min.   :0.0000  ","Min.   :0.0400  ","Min.   :0.00000  ","Min.   :3.182e-05  ","Min.   :0  ","Min.   :0  ","Min.   :0.03101  ","Min.   :0.03271  ","Min.   :0.001764  ","Min.   :0.0000217  ","Min.   :1.876e-05  ","Min.   :1.000e-08  "
"415","Kelly2","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:  12.50  ","1st Qu.: 2.513  ","1st Qu.: 2.3834  ","1st Qu.:0.7634  ","1st Qu.:0.7854  ","1st Qu.:0.30789  ","1st Qu.:0.35434  ","1st Qu.:0.7634  ","1st Qu.:0.7854  ","1st Qu.:0.00000  ","1st Qu.:7.764e-03  ","1st Qu.:0  ","1st Qu.:0  ","1st Qu.:0.30789  ","1st Qu.:0.35434  ","1st Qu.:0.077410  ","1st Qu.:0.0699285  ","1st Qu.:1.764e-02  ","1st Qu.:1.318e-02  "
"416","Kelly2","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :  26.00  ","Median : 3.325  ","Median : 3.2739  ","Median :1.0845  ","Median :1.0836  ","Median :0.36794  ","Median :0.37052  ","Median :1.0845  ","Median :1.0836  ","Median :0.00000  ","Median :1.616e-02  ","Median :0  ","Median :0  ","Median :0.36794  ","Median :0.37052  ","Median :0.083278  ","Median :0.0932708  ","Median :2.016e-02  ","Median :2.271e-02  "
"417","Kelly2","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :  40.53  ","Mean   : 3.454  ","Mean   : 3.5478  ","Mean   :1.1255  ","Mean   :1.1697  ","Mean   :0.36099  ","Mean   :0.36834  ","Mean   :1.1255  ","Mean   :1.1697  ","Mean   :0.04306  ","Mean   :1.857e-02  ","Mean   :0  ","Mean   :0  ","Mean   :0.36099  ","Mean   :0.36834  ","Mean   :0.082004  ","Mean   :0.0891926  ","Mean   :1.916e-02  ","Mean   :2.332e-02  "
"418","Kelly2","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:  50.00  ","3rd Qu.: 4.279  ","3rd Qu.: 4.4818  ","3rd Qu.:1.4496  ","3rd Qu.:1.4758  ","3rd Qu.:0.41844  ","3rd Qu.:0.38320  ","3rd Qu.:1.4496  ","3rd Qu.:1.4758  ","3rd Qu.:0.07892  ","3rd Qu.:2.699e-02  ","3rd Qu.:0  ","3rd Qu.:0  ","3rd Qu.:0.41844  ","3rd Qu.:0.38320  ","3rd Qu.:0.087065  ","3rd Qu.:0.1107036  ","3rd Qu.:2.116e-02  ","3rd Qu.:3.289e-02  "
"419","Kelly2","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1600.00  ","Max.   :15.880  ","Max.   :25.0472  ","Max.   :5.5109  ","Max.   :8.3446  ","Max.   :1.34626  ","Max.   :1.64152  ","Max.   :5.5109  ","Max.   :8.3446  ","Max.   :0.47279  ","Max.   :1.535e-01  ","Max.   :0  ","Max.   :0  ","Max.   :1.34626  ","Max.   :1.64152  ","Max.   :0.358455  ","Max.   :0.5151963  ","Max.   :9.544e-02  ","Max.   :1.667e-01  "
"420","Kelly2",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   0.50  ","Min.   : 0.000  ","Min.   : 0.1201  ","Min.   :0.000  ","Min.   :0.0000  ","Min.   :0.03101  ","Min.   :0.02385  ","Min.   :0.000  ","Min.   :0.0000  ","Min.   :0.0000000  ","Min.   :0.000000  ","Min.   :0.000000  ","Min.   :0.0000000  ","Min.   :0.03101  ","Min.   :0.02385  ","Min.   :0.002024  ","Min.   :0.0000249  ","Min.   :2.152e-05  ","Min.   :0.00000  "
"422","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:  12.50  ","1st Qu.: 2.512  ","1st Qu.: 2.3798  ","1st Qu.:0.761  ","1st Qu.:0.7816  ","1st Qu.:0.30623  ","1st Qu.:0.35542  ","1st Qu.:0.761  ","1st Qu.:0.7816  ","1st Qu.:0.0000000  ","1st Qu.:0.007592  ","1st Qu.:0.000000  ","1st Qu.:0.0000000  ","1st Qu.:0.30623  ","1st Qu.:0.35542  ","1st Qu.:0.077432  ","1st Qu.:0.0701254  ","1st Qu.:1.764e-02  ","1st Qu.:0.01334  "
"423","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :  26.00  ","Median : 3.304  ","Median : 3.2696  ","Median :1.084  ","Median :1.0809  ","Median :0.36637  ","Median :0.36992  ","Median :1.084  ","Median :1.0809  ","Median :0.0005154  ","Median :0.016990  ","Median :0.000000  ","Median :0.0000000  ","Median :0.36637  ","Median :0.36992  ","Median :0.083245  ","Median :0.0934537  ","Median :2.019e-02  ","Median :0.02271  "
"424","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :  40.53  ","Mean   : 3.438  ","Mean   : 3.5321  ","Mean   :1.125  ","Mean   :1.1688  ","Mean   :0.36235  ","Mean   :0.36958  ","Mean   :1.125  ","Mean   :1.1688  ","Mean   :0.0496279  ","Mean   :0.028202  ","Mean   :0.000078  ","Mean   :0.0000805  ","Mean   :0.36235  ","Mean   :0.36958  ","Mean   :0.082270  ","Mean   :0.0893648  ","Mean   :1.922e-02  ","Mean   :0.02334  "
"425","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:  50.00  ","3rd Qu.: 4.263  ","3rd Qu.: 4.4355  ","3rd Qu.:1.445  ","3rd Qu.:1.4758  ","3rd Qu.:0.41741  ","3rd Qu.:0.38183  ","3rd Qu.:1.445  ","3rd Qu.:1.4758  ","3rd Qu.:0.0828238  ","3rd Qu.:0.029706  ","3rd Qu.:0.000000  ","3rd Qu.:0.0000000  ","3rd Qu.:0.41741  ","3rd Qu.:0.38183  ","3rd Qu.:0.086669  ","3rd Qu.:0.1108072  ","3rd Qu.:2.114e-02  ","3rd Qu.:0.03289  "
"426","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1600.00  ","Max.   :18.221  ","Max.   :28.7399  ","Max.   :6.323  ","Max.   :9.5749  ","Max.   :4.39489  ","Max.   :4.25079  ","Max.   :6.323  ","Max.   :9.5749  ","Max.   :2.4502493  ","Max.   :2.349620  ","Max.   :0.734929  ","Max.   :0.7533211  ","Max.   :4.39489  ","Max.   :4.25079  ","Max.   :1.113757  ","Max.   :1.1848907  ","Max.   :2.822e-01  ","Max.   :0.33028  "
"427","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Kelly2","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   0.50  ","Min.   : 0.000  ","Min.   : 0.1201  ","Min.   :0.0000  ","Min.   :0.0400  ","Min.   :0.03101  ","Min.   :0.03754  ","Min.   :0.0000  ","Min.   :0.0400  ","Min.   :0.00000  ","Min.   :3.182e-05  ","Min.   :0  ","Min.   :0  ","Min.   :0.03101  ","Min.   :0.03754  ","Min.   :0.002024  ","Min.   :0.0000249  ","Min.   :2.152e-05  ","Min.   :2.000e-08  "
"429","Kelly2","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:  12.50  ","1st Qu.: 2.512  ","1st Qu.: 2.3791  ","1st Qu.:0.7606  ","1st Qu.:0.7816  ","1st Qu.:0.30758  ","1st Qu.:0.35568  ","1st Qu.:0.7606  ","1st Qu.:0.7816  ","1st Qu.:0.00000  ","1st Qu.:7.764e-03  ","1st Qu.:0  ","1st Qu.:0  ","1st Qu.:0.30758  ","1st Qu.:0.35568  ","1st Qu.:0.077559  ","1st Qu.:0.0699068  ","1st Qu.:1.769e-02  ","1st Qu.:1.312e-02  "
"430","Kelly2","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :  26.00  ","Median : 3.304  ","Median : 3.2696  ","Median :1.0764  ","Median :1.0748  ","Median :0.36637  ","Median :0.36975  ","Median :1.0764  ","Median :1.0748  ","Median :0.00000  ","Median :1.610e-02  ","Median :0  ","Median :0  ","Median :0.36637  ","Median :0.36975  ","Median :0.083137  ","Median :0.0926967  ","Median :2.016e-02  ","Median :2.270e-02  "
"431","Kelly2","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :  40.53  ","Mean   : 3.432  ","Mean   : 3.5257  ","Mean   :1.1185  ","Mean   :1.1624  ","Mean   :0.35868  ","Mean   :0.36597  ","Mean   :1.1185  ","Mean   :1.1624  ","Mean   :0.04282  ","Mean   :1.847e-02  ","Mean   :0  ","Mean   :0  ","Mean   :0.35868  ","Mean   :0.36597  ","Mean   :0.081475  ","Mean   :0.0886077  ","Mean   :1.904e-02  ","Mean   :2.316e-02  "
"432","Kelly2","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:  50.00  ","3rd Qu.: 4.243  ","3rd Qu.: 4.4296  ","3rd Qu.:1.4390  ","3rd Qu.:1.4663  ","3rd Qu.:0.41576  ","3rd Qu.:0.38122  ","3rd Qu.:1.4390  ","3rd Qu.:1.4663  ","3rd Qu.:0.07780  ","3rd Qu.:2.696e-02  ","3rd Qu.:0  ","3rd Qu.:0  ","3rd Qu.:0.41576  ","3rd Qu.:0.38122  ","3rd Qu.:0.086537  ","3rd Qu.:0.1104871  ","3rd Qu.:2.111e-02  ","3rd Qu.:3.269e-02  "
"433","Kelly2","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1600.00  ","Max.   :18.221  ","Max.   :28.7399  ","Max.   :6.3234  ","Max.   :9.5749  ","Max.   :1.21668  ","Max.   :1.40889  ","Max.   :6.3234  ","Max.   :9.5749  ","Max.   :0.44300  ","Max.   :1.535e-01  ","Max.   :0  ","Max.   :0  ","Max.   :1.21668  ","Max.   :1.40889  ","Max.   :0.308333  ","Max.   :0.4271763  ","Max.   :7.843e-02  ","Max.   :1.495e-01  "
"434","Kelly2",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   0.50  ","Min.   :   1.358  ","Min.   :   1.362  ","Min.   :   0.00  ","Min.   :   0.00  ","Min.   :   0.1114  ","Min.   :   0.0787  ","Min.   :0.0000  ","Min.   :0.0000  ","Min.   :  0.000  ","Min.   :  0.000  ","Min.   :  0.00000  ","Min.   :  0.00000  ","Min.   :   0.1114  ","Min.   :   0.0787  ","Min.   :  0.00927  ","Min.   :  0.00431  ","Min.   : 0.00074  ","Min.   : 0.00001  "
"436","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:  12.50  ","1st Qu.:  58.911  ","1st Qu.:  58.833  ","1st Qu.:  13.96  ","1st Qu.:  13.96  ","1st Qu.:  14.2219  ","1st Qu.:  14.2003  ","1st Qu.:0.9373  ","1st Qu.:0.9316  ","1st Qu.:  2.940  ","1st Qu.:  2.930  ","1st Qu.:  0.05678  ","1st Qu.:  0.09073  ","1st Qu.:  14.2219  ","1st Qu.:  14.2003  ","1st Qu.:  1.62620  ","1st Qu.:  1.59933  ","1st Qu.: 0.18478  ","1st Qu.: 0.17619  "
"437","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :  26.00  ","Median : 123.164  ","Median : 123.231  ","Median :  29.59  ","Median :  29.60  ","Median :  30.8643  ","Median :  30.8641  ","Median :1.1473  ","Median :1.1370  ","Median :  6.857  ","Median :  6.861  ","Median :  1.03644  ","Median :  1.06077  ","Median :  30.8643  ","Median :  30.8641  ","Median :  3.57251  ","Median :  3.60475  ","Median : 0.41741  ","Median : 0.43634  "
"438","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :  40.53  ","Mean   : 188.228  ","Mean   : 188.232  ","Mean   :  45.27  ","Mean   :  45.27  ","Mean   :  48.5227  ","Mean   :  48.5814  ","Mean   :1.2169  ","Mean   :1.2168  ","Mean   : 10.783  ","Mean   : 10.784  ","Mean   :  2.10556  ","Mean   :  2.12001  ","Mean   :  48.5227  ","Mean   :  48.5814  ","Mean   :  5.65723  ","Mean   :  5.77466  ","Mean   : 0.67130  ","Mean   : 0.72501  "
"439","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:  50.00  ","3rd Qu.: 229.386  ","3rd Qu.: 229.307  ","3rd Qu.:  55.12  ","3rd Qu.:  55.11  ","3rd Qu.:  59.0879  ","3rd Qu.:  59.0818  ","3rd Qu.:1.4017  ","3rd Qu.:1.3975  ","3rd Qu.: 13.260  ","3rd Qu.: 13.263  ","3rd Qu.:  2.63528  ","3rd Qu.:  2.64987  ","3rd Qu.:  59.0879  ","3rd Qu.:  59.0818  ","3rd Qu.:  6.87967  ","3rd Qu.:  7.04262  ","3rd Qu.: 0.81998  ","3rd Qu.: 0.89038  "
