"",".id","X......id","X....TimeUS","X....DateUS","X....League","netEMEdge.Volume","PropHKPriceEdge.Volume","PropnetProbBEdge.Volume","KProbHKPrice.Volume","KProbnetProbB.Volume","KProbFixed.Volume","KProbFixednetProbB.Volume","KEMProb.Volume","KEMProbnetProbB.Volume","KProbHalf.Volume","KProbHalfnetProbB.Volume","KProbQuarter.Volume","KProbQuarternetProbB.Volume","KProbAdj.Volume","KProbAdjnetProbB.Volume","KHalfAdj.Volume","KHalfAdjnetProbB.Volume","KEMQuarterAdj.Volume","KEMQuarterAdjnetProbB.Volume"
"49","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","Kelly2","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   0.50  ","Min.   :   2.882  ","Min.   :   2.601  ","Min.   :   0.5013  ","Min.   :   0.5013  ","Min.   :   0.5013  ","Min.   :   0.5013  ","Min.   :0.0801  ","Min.   :0.0801  ","Min.   :  0.000  ","Min.   :  0.000  ","Min.   :  0.0000  ","Min.   :  0.00000  ","Min.   :   0.5013  ","Min.   :   0.5013  ","Min.   :  0.04431  ","Min.   :  0.01865  ","Min.   : 0.001826  ","Min.   : 0.00001  "
"51","Kelly2","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:  12.50  ","1st Qu.:  54.953  ","1st Qu.:  54.825  ","1st Qu.:  13.0000  ","1st Qu.:  13.0000  ","1st Qu.:  13.0000  ","1st Qu.:  13.0000  ","1st Qu.:0.9036  ","1st Qu.:0.9036  ","1st Qu.:  2.688  ","1st Qu.:  2.684  ","1st Qu.:  0.0000  ","1st Qu.:  0.02609  ","1st Qu.:  13.0000  ","1st Qu.:  13.0000  ","1st Qu.:  1.48075  ","1st Qu.:  1.44494  ","1st Qu.: 0.167164  ","1st Qu.: 0.15776  "
"52","Kelly2","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :  26.00  ","Median : 113.773  ","Median : 113.738  ","Median :  27.2682  ","Median :  27.2682  ","Median :  27.2682  ","Median :  27.2682  ","Median :1.0680  ","Median :1.0680  ","Median :  6.264  ","Median :  6.266  ","Median :  0.8848  ","Median :  0.89952  ","Median :  27.2682  ","Median :  27.2682  ","Median :  3.15787  ","Median :  3.19895  ","Median : 0.370905  ","Median : 0.38674  "
"53","Kelly2","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :  40.53  ","Mean   : 173.925  ","Mean   : 173.929  ","Mean   :  41.7786  ","Mean   :  41.7786  ","Mean   :  41.7786  ","Mean   :  41.7786  ","Mean   :1.0621  ","Mean   :1.0621  ","Mean   :  9.895  ","Mean   :  9.896  ","Mean   :  1.8849  ","Mean   :  1.90059  ","Mean   :  41.7786  ","Mean   :  41.7786  ","Mean   :  4.88036  ","Mean   :  4.99913  ","Mean   : 0.580079  ","Mean   : 0.63080  "
"54","Kelly2","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:  50.00  ","3rd Qu.: 210.337  ","3rd Qu.: 210.462  ","3rd Qu.:  50.8016  ","3rd Qu.:  50.8016  ","3rd Qu.:  50.8016  ","3rd Qu.:  50.8016  ","3rd Qu.:1.2301  ","3rd Qu.:1.2301  ","3rd Qu.: 12.123  ","3rd Qu.: 12.132  ","3rd Qu.:  2.3324  ","3rd Qu.:  2.33971  ","3rd Qu.:  50.8016  ","3rd Qu.:  50.8016  ","3rd Qu.:  5.87505  ","3rd Qu.:  6.03463  ","3rd Qu.: 0.700291  ","3rd Qu.: 0.76943  "
"55","Kelly2","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1600.00  ","Max.   :6952.641  ","Max.   :6952.653  ","Max.   :1659.7455  ","Max.   :1659.7455  ","Max.   :1659.7455  ","Max.   :1659.7455  ","Max.   :1.8884  ","Max.   :1.8884  ","Max.   :414.451  ","Max.   :414.523  ","Max.   :103.0059  ","Max.   :103.11448  ","Max.   :1659.7455  ","Max.   :1659.7455  ","Max.   :211.69928  ","Max.   :234.03750  ","Max.   :27.002083  ","Max.   :33.00117  "
"56","Kelly2",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Kelly3","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   0.50  ","Min.   :   2.925  ","Min.   :   2.64  ","Min.   :   0.5034  ","Min.   :   0.5027  ","Min.   :   0.5024  ","Min.   :   0.502  ","Min.   :0.07834  ","Min.   :0.08178  ","Min.   :  0.000  ","Min.   :  0.000  ","Min.   :  0.0000  ","Min.   :  0.00000  ","Min.   :   0.5024  ","Min.   :   0.502  ","Min.   :  0.04461  ","Min.   :  0.01884  ","Min.   : 0.001972  ","Min.   : 0.00001  "
"58","Kelly3","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:  12.50  ","1st Qu.:  55.039  ","1st Qu.:  54.89  ","1st Qu.:  13.0000  ","1st Qu.:  13.0000  ","1st Qu.:  13.4527  ","1st Qu.:  13.467  ","1st Qu.:0.93082  ","1st Qu.:0.92475  ","1st Qu.:  2.705  ","1st Qu.:  2.704  ","1st Qu.:  0.0000  ","1st Qu.:  0.03153  ","1st Qu.:  13.4527  ","1st Qu.:  13.467  ","1st Qu.:  1.53961  ","1st Qu.:  1.50081  ","1st Qu.: 0.173639  ","1st Qu.: 0.16351  "
"59","Kelly3","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :  26.00  ","Median : 113.833  ","Median : 113.78  ","Median :  27.2952  ","Median :  27.2939  ","Median :  28.2535  ","Median :  28.272  ","Median :1.10167  ","Median :1.09809  ","Median :  6.281  ","Median :  6.281  ","Median :  0.8934  ","Median :  0.90823  ","Median :  28.2535  ","Median :  28.272  ","Median :  3.27508  ","Median :  3.30830  ","Median : 0.383899  ","Median : 0.40015  "
"60","Kelly3","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :  40.53  ","Mean   : 174.000  ","Mean   : 174.00  ","Mean   :  41.8157  ","Mean   :  41.8158  ","Mean   :  43.2578  ","Mean   :  43.255  ","Mean   :1.09928  ","Mean   :1.09932  ","Mean   :  9.913  ","Mean   :  9.914  ","Mean   :  1.8916  ","Mean   :  1.90701  ","Mean   :  43.2578  ","Mean   :  43.255  ","Mean   :  5.04901  ","Mean   :  5.16194  ","Mean   : 0.599685  ","Mean   : 0.64996  "
"61","Kelly3","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:  50.00  ","3rd Qu.: 210.482  ","3rd Qu.: 210.56  ","3rd Qu.:  50.8381  ","3rd Qu.:  50.8376  ","3rd Qu.:  52.4030  ","3rd Qu.:  52.447  ","3rd Qu.:1.27171  ","3rd Qu.:1.27417  ","3rd Qu.: 12.134  ","3rd Qu.: 12.146  ","3rd Qu.:  2.3413  ","3rd Qu.:  2.34851  ","3rd Qu.:  52.4030  ","3rd Qu.:  52.447  ","3rd Qu.:  6.06509  ","3rd Qu.:  6.22898  ","3rd Qu.: 0.724521  ","3rd Qu.: 0.79204  "
"62","Kelly3","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1600.00  ","Max.   :6952.729  ","Max.   :6952.74  ","Max.   :1659.7885  ","Max.   :1659.7889  ","Max.   :1731.1796  ","Max.   :1731.899  ","Max.   :2.12248  ","Max.   :2.29119  ","Max.   :414.469  ","Max.   :414.539  ","Max.   :103.0150  ","Max.   :103.12220  ","Max.   :1731.1796  ","Max.   :1731.899  ","Max.   :219.36997  ","Max.   :241.23428  ","Max.   :27.980473  ","Max.   :34.01598  "
"63","Kelly3",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","Kelly4","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   0.50  ","Min.   :   2.925  ","Min.   :   2.64  ","Min.   :   0.5034  ","Min.   :   0.5027  ","Min.   :   0.5024  ","Min.   :   0.502  ","Min.   :0.07834  ","Min.   :0.08178  ","Min.   :  0.000  ","Min.   :  0.000  ","Min.   :  0.0000  ","Min.   :  0.00000  ","Min.   :   0.5024  ","Min.   :   0.502  ","Min.   :  0.04461  ","Min.   :  0.01884  ","Min.   : 0.001972  ","Min.   : 0.00001  "
"65","Kelly4","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:  12.50  ","1st Qu.:  55.039  ","1st Qu.:  54.89  ","1st Qu.:  13.0000  ","1st Qu.:  13.0000  ","1st Qu.:  13.4527  ","1st Qu.:  13.467  ","1st Qu.:0.93082  ","1st Qu.:0.92475  ","1st Qu.:  2.705  ","1st Qu.:  2.704  ","1st Qu.:  0.0000  ","1st Qu.:  0.03153  ","1st Qu.:  13.4527  ","1st Qu.:  13.467  ","1st Qu.:  1.53961  ","1st Qu.:  1.50081  ","1st Qu.: 0.173639  ","1st Qu.: 0.16351  "
"66","Kelly4","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :  26.00  ","Median : 113.833  ","Median : 113.78  ","Median :  27.2952  ","Median :  27.2939  ","Median :  28.2535  ","Median :  28.272  ","Median :1.10167  ","Median :1.09809  ","Median :  6.281  ","Median :  6.281  ","Median :  0.8934  ","Median :  0.90823  ","Median :  28.2535  ","Median :  28.272  ","Median :  3.27508  ","Median :  3.30830  ","Median : 0.383899  ","Median : 0.40015  "
"67","Kelly4","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :  40.53  ","Mean   : 174.000  ","Mean   : 174.00  ","Mean   :  41.8157  ","Mean   :  41.8158  ","Mean   :  43.2578  ","Mean   :  43.255  ","Mean   :1.09928  ","Mean   :1.09932  ","Mean   :  9.913  ","Mean   :  9.914  ","Mean   :  1.8916  ","Mean   :  1.90701  ","Mean   :  43.2578  ","Mean   :  43.255  ","Mean   :  5.04901  ","Mean   :  5.16194  ","Mean   : 0.599685  ","Mean   : 0.64996  "
"68","Kelly4","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:  50.00  ","3rd Qu.: 210.482  ","3rd Qu.: 210.56  ","3rd Qu.:  50.8381  ","3rd Qu.:  50.8376  ","3rd Qu.:  52.4030  ","3rd Qu.:  52.447  ","3rd Qu.:1.27171  ","3rd Qu.:1.27417  ","3rd Qu.: 12.134  ","3rd Qu.: 12.146  ","3rd Qu.:  2.3413  ","3rd Qu.:  2.34851  ","3rd Qu.:  52.4030  ","3rd Qu.:  52.447  ","3rd Qu.:  6.06509  ","3rd Qu.:  6.22898  ","3rd Qu.: 0.724521  ","3rd Qu.: 0.79204  "
"69","Kelly4","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1600.00  ","Max.   :6952.729  ","Max.   :6952.74  ","Max.   :1659.7885  ","Max.   :1659.7889  ","Max.   :1731.1796  ","Max.   :1731.899  ","Max.   :2.12248  ","Max.   :2.29119  ","Max.   :414.469  ","Max.   :414.539  ","Max.   :103.0150  ","Max.   :103.12220  ","Max.   :1731.1796  ","Max.   :1731.899  ","Max.   :219.36997  ","Max.   :241.23428  ","Max.   :27.980473  ","Max.   :34.01598  "
"70","Kelly4",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   0.50  ","Min.   : 0.000  ","Min.   : 0.1349  ","Min.   :0.0000  ","Min.   : 0.04739  ","Min.   :0.03465  ","Min.   :0.07309  ","Min.   :0.0000  ","Min.   : 0.04739  ","Min.   :0.00000  ","Min.   :0.003395  ","Min.   :0  ","Min.   :0  ","Min.   :0.03465  ","Min.   :0.07309  ","Min.   :0.003616  ","Min.   :6.331e-05  ","Min.   :3.844e-05  ","Min.   :4.000e-08  "
"72","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:  12.50  ","1st Qu.: 2.700  ","1st Qu.: 2.5619  ","1st Qu.:0.8602  ","1st Qu.: 0.86794  ","1st Qu.:0.34080  ","1st Qu.:0.39398  ","1st Qu.:0.8602  ","1st Qu.: 0.86794  ","1st Qu.:0.00000  ","1st Qu.:0.053985  ","1st Qu.:0  ","1st Qu.:0  ","1st Qu.:0.34080  ","1st Qu.:0.39398  ","1st Qu.:0.086655  ","1st Qu.:8.042e-02  ","1st Qu.:2.002e-02  ","1st Qu.:1.516e-02  "
"73","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :  26.00  ","Median : 3.562  ","Median : 3.5075  ","Median :1.2043  ","Median : 1.19896  ","Median :0.41160  ","Median :0.42406  ","Median :1.2043  ","Median : 1.19896  ","Median :0.06287  ","Median :0.083927  ","Median :0  ","Median :0  ","Median :0.41160  ","Median :0.42406  ","Median :0.094495  ","Median :1.042e-01  ","Median :2.256e-02  ","Median :2.539e-02  "
"74","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :  40.53  ","Mean   : 3.694  ","Mean   : 3.7941  ","Mean   :1.2509  ","Mean   : 1.29797  ","Mean   :0.40663  ","Mean   :0.41372  ","Mean   :1.2509  ","Mean   : 1.29797  ","Mean   :0.09278  ","Mean   :0.089444  ","Mean   :0  ","Mean   :0  ","Mean   :0.40663  ","Mean   :0.41372  ","Mean   :0.092068  ","Mean   :9.933e-02  ","Mean   :2.146e-02  ","Mean   :2.581e-02  "
"75","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:  50.00  ","3rd Qu.: 4.573  ","3rd Qu.: 4.7738  ","3rd Qu.:1.5983  ","3rd Qu.: 1.63363  ","3rd Qu.:0.47751  ","3rd Qu.:0.43533  ","3rd Qu.:1.5983  ","3rd Qu.: 1.63363  ","3rd Qu.:0.16268  ","3rd Qu.:0.119469  ","3rd Qu.:0  ","3rd Qu.:0  ","3rd Qu.:0.47751  ","3rd Qu.:0.43533  ","3rd Qu.:0.099251  ","3rd Qu.:1.217e-01  ","3rd Qu.:2.385e-02  ","3rd Qu.:3.626e-02  "
"76","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1600.00  ","Max.   :20.421  ","Max.   :32.2835  ","Max.   :7.4224  ","Max.   :11.34525  ","Max.   :0.58504  ","Max.   :0.45117  ","Max.   :7.4224  ","Max.   :11.34525  ","Max.   :0.93345  ","Max.   :0.892796  ","Max.   :0  ","Max.   :0  ","Max.   :0.58504  ","Max.   :0.45117  ","Max.   :0.104620  ","Max.   :1.349e-01  ","Max.   :2.524e-02  ","Max.   :5.093e-02  "
"77","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","Kelly2","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   0.50  ","Min.   : 0.000  ","Min.   : 0.1312  ","Min.   :0.0000  ","Min.   : 0.0437  ","Min.   :0.03388  ","Min.   :0.04101  ","Min.   :0.0000  ","Min.   : 0.0437  ","Min.   :0.00000  ","Min.   :3.476e-05  ","Min.   :0  ","Min.   :0  ","Min.   :0.03388  ","Min.   :0.04101  ","Min.   :0.002212  ","Min.   :2.717e-05  ","Min.   :2.351e-05  ","Min.   :2.000e-08  "
"79","Kelly2","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:  12.50  ","1st Qu.: 2.658  ","1st Qu.: 2.5197  ","1st Qu.:0.8047  ","1st Qu.: 0.8284  ","1st Qu.:0.32467  ","1st Qu.:0.37699  ","1st Qu.:0.8047  ","1st Qu.: 0.8284  ","1st Qu.:0.00000  ","1st Qu.:8.357e-03  ","1st Qu.:0  ","1st Qu.:0  ","1st Qu.:0.32467  ","1st Qu.:0.37699  ","1st Qu.:0.082539  ","1st Qu.:7.379e-02  ","1st Qu.:1.874e-02  ","1st Qu.:1.388e-02  "
"80","Kelly2","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :  26.00  ","Median : 3.493  ","Median : 3.4504  ","Median :1.1364  ","Median : 1.1357  ","Median :0.38704  ","Median :0.39231  ","Median :1.1364  ","Median : 1.1357  ","Median :0.00000  ","Median :1.679e-02  ","Median :0  ","Median :0  ","Median :0.38704  ","Median :0.39231  ","Median :0.087978  ","Median :9.783e-02  ","Median :2.133e-02  ","Median :2.399e-02  "
"81","Kelly2","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :  40.53  ","Mean   : 3.625  ","Mean   : 3.7240  ","Mean   :1.1813  ","Mean   : 1.2279  ","Mean   :0.37874  ","Mean   :0.38640  ","Mean   :1.1813  ","Mean   : 1.2279  ","Mean   :0.04520  ","Mean   :1.934e-02  ","Mean   :0  ","Mean   :0  ","Mean   :0.37874  ","Mean   :0.38640  ","Mean   :0.086018  ","Mean   :9.355e-02  ","Mean   :2.010e-02  ","Mean   :2.446e-02  "
"82","Kelly2","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:  50.00  ","3rd Qu.: 4.488  ","3rd Qu.: 4.6989  ","3rd Qu.:1.5210  ","3rd Qu.: 1.5471  ","3rd Qu.:0.44088  ","3rd Qu.:0.40243  ","3rd Qu.:1.5210  ","3rd Qu.: 1.5471  ","3rd Qu.:0.08171  ","3rd Qu.:2.808e-02  ","3rd Qu.:0  ","3rd Qu.:0  ","3rd Qu.:0.44088  ","3rd Qu.:0.40243  ","3rd Qu.:0.091468  ","3rd Qu.:1.164e-01  ","3rd Qu.:2.233e-02  ","3rd Qu.:3.446e-02  "
"83","Kelly2","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1600.00  ","Max.   :19.907  ","Max.   :31.3990  ","Max.   :6.9084  ","Max.   :10.4608  ","Max.   :0.50198  ","Max.   :0.41478  ","Max.   :6.9084  ","Max.   :10.4608  ","Max.   :0.47677  ","Max.   :1.652e-01  ","Max.   :0  ","Max.   :0  ","Max.   :0.50198  ","Max.   :0.41478  ","Max.   :0.096073  ","Max.   :1.302e-01  ","Max.   :2.368e-02  ","Max.   :4.971e-02  "
"84","Kelly2",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   0.50  ","Min.   : 0.000  ","Min.   : 0.1268  ","Min.   :0.0000  ","Min.   : 0.04337  ","Min.   :0.03266  ","Min.   :0.05804  ","Min.   :0.0000  ","Min.   : 0.04337  ","Min.   :0.00000  ","Min.   :0.00000  ","Min.   :0  ","Min.   :0  ","Min.   :0.03266  ","Min.   :0.05804  ","Min.   :0.002653  ","Min.   :3.846e-05  ","Min.   :2.821e-05  ","Min.   :3.000e-08  "
"86","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:  12.50  ","1st Qu.: 2.609  ","1st Qu.: 2.4717  ","1st Qu.:0.8146  ","1st Qu.: 0.83014  ","1st Qu.:0.32522  ","1st Qu.:0.37452  ","1st Qu.:0.8146  ","1st Qu.: 0.83014  ","1st Qu.:0.00000  ","1st Qu.:0.02823  ","1st Qu.:0  ","1st Qu.:0  ","1st Qu.:0.32522  ","1st Qu.:0.37452  ","1st Qu.:0.082418  ","1st Qu.:7.526e-02  ","1st Qu.:1.894e-02  ","1st Qu.:1.414e-02  "
"87","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :  26.00  ","Median : 3.444  ","Median : 3.3870  ","Median :1.1425  ","Median : 1.13743  ","Median :0.38970  ","Median :0.39098  ","Median :1.1425  ","Median : 1.13743  ","Median :0.03164  ","Median :0.04870  ","Median :0  ","Median :0  ","Median :0.38970  ","Median :0.39098  ","Median :0.088060  ","Median :9.871e-02  ","Median :2.120e-02  ","Median :2.411e-02  "
"88","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :  40.53  ","Mean   : 3.562  ","Mean   : 3.6584  ","Mean   :1.1860  ","Mean   : 1.23115  ","Mean   :0.38299  ","Mean   :0.39024  ","Mean   :1.1860  ","Mean   : 1.23115  ","Mean   :0.06818  ","Mean   :0.05624  ","Mean   :0  ","Mean   :0  ","Mean   :0.38299  ","Mean   :0.39024  ","Mean   :0.086887  ","Mean   :9.412e-02  ","Mean   :2.028e-02  ","Mean   :2.453e-02  "
"89","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:  50.00  ","3rd Qu.: 4.412  ","3rd Qu.: 4.6247  ","3rd Qu.:1.5240  ","3rd Qu.: 1.55772  ","3rd Qu.:0.44491  ","3rd Qu.:0.40892  ","3rd Qu.:1.5240  ","3rd Qu.: 1.55772  ","3rd Qu.:0.12278  ","3rd Qu.:0.07571  ","3rd Qu.:0  ","3rd Qu.:0  ","3rd Qu.:0.44491  ","3rd Qu.:0.40892  ","3rd Qu.:0.092596  ","3rd Qu.:1.160e-01  ","3rd Qu.:2.240e-02  ","3rd Qu.:3.446e-02  "
"90","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1600.00  ","Max.   :19.223  ","Max.   :30.3537  ","Max.   :6.8239  ","Max.   :10.38113  ","Max.   :0.59440  ","Max.   :0.46274  ","Max.   :6.8239  ","Max.   :10.38113  ","Max.   :0.63418  ","Max.   :0.41074  ","Max.   :0  ","Max.   :0  ","Max.   :0.59440  ","Max.   :0.46274  ","Max.   :0.107210  ","Max.   :1.372e-01  ","Max.   :2.572e-02  ","Max.   :5.170e-02  "
"91","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Kelly2","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   0.50  ","Min.   : 0.000  ","Min.   : 0.1251  ","Min.   :0.0000  ","Min.   :0.04168  ","Min.   :0.03232  ","Min.   :0.03912  ","Min.   :0.0000  ","Min.   :0.04168  ","Min.   :0.00000  ","Min.   :3.316e-05  ","Min.   :0  ","Min.   :0  ","Min.   :0.03232  ","Min.   :0.03912  ","Min.   :0.00211  ","Min.   :2.592e-05  ","Min.   :2.243e-05  ","Min.   :2.000e-08  "
"93","Kelly2","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:  12.50  ","1st Qu.: 2.591  ","1st Qu.: 2.4507  ","1st Qu.:0.7867  ","1st Qu.:0.80679  ","1st Qu.:0.31687  ","1st Qu.:0.36690  ","1st Qu.:0.7867  ","1st Qu.:0.80679  ","1st Qu.:0.00000  ","1st Qu.:8.067e-03  ","1st Qu.:0  ","1st Qu.:0  ","1st Qu.:0.31687  ","1st Qu.:0.36690  ","1st Qu.:0.08035  ","1st Qu.:7.202e-02  ","1st Qu.:1.824e-02  ","1st Qu.:1.351e-02  "
"94","Kelly2","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :  26.00  ","Median : 3.408  ","Median : 3.3585  ","Median :1.1104  ","Median :1.10860  ","Median :0.37750  ","Median :0.38099  ","Median :1.1104  ","Median :1.10860  ","Median :0.00000  ","Median :1.645e-02  ","Median :0  ","Median :0  ","Median :0.37750  ","Median :0.38099  ","Median :0.08577  ","Median :9.571e-02  ","Median :2.081e-02  ","Median :2.332e-02  "
"95","Kelly2","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :  40.53  ","Mean   : 3.525  ","Mean   : 3.6212  ","Mean   :1.1489  ","Mean   :1.19395  ","Mean   :0.36848  ","Mean   :0.37602  ","Mean   :1.1489  ","Mean   :1.19395  ","Mean   :0.04388  ","Mean   :1.884e-02  ","Mean   :0  ","Mean   :0  ","Mean   :0.36848  ","Mean   :0.37602  ","Mean   :0.08371  ","Mean   :9.106e-02  ","Mean   :1.956e-02  ","Mean   :2.381e-02  "
"96","Kelly2","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:  50.00  ","3rd Qu.: 4.370  ","3rd Qu.: 4.5786  ","3rd Qu.:1.4803  ","3rd Qu.:1.50629  ","3rd Qu.:0.42850  ","3rd Qu.:0.39054  ","3rd Qu.:1.4803  ","3rd Qu.:1.50629  ","3rd Qu.:0.08073  ","3rd Qu.:2.734e-02  ","3rd Qu.:0  ","3rd Qu.:0  ","3rd Qu.:0.42850  ","3rd Qu.:0.39054  ","3rd Qu.:0.08878  ","3rd Qu.:1.133e-01  ","3rd Qu.:2.166e-02  ","3rd Qu.:3.358e-02  "
"97","Kelly2","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1600.00  ","Max.   :18.989  ","Max.   :29.9509  ","Max.   :6.5898  ","Max.   :9.97833  ","Max.   :0.50670  ","Max.   :0.41928  ","Max.   :6.5898  ","Max.   :9.97833  ","Max.   :0.45196  ","Max.   :1.566e-01  ","Max.   :0  ","Max.   :0  ","Max.   :0.50670  ","Max.   :0.41928  ","Max.   :0.09714  ","Max.   :1.314e-01  ","Max.   :2.392e-02  ","Max.   :5.015e-02  "
