"",".id","X......id","X....TimeUS","X....DateUS","X....League","netEMEdge.High","PropHKPriceEdge.High","PropnetProbBEdge.High","KProbHKPrice.High","KProbnetProbB.High","KProbFixed.High","KProbFixednetProbB.High","X.KEMProb.High","KEMProbnetProbB.High","KProbHalf.High","KProbHalfnetProbB.High","KProbQuarter.High","KProbQuarternetProbB.High","KProbAdj.High","KProbAdjnetProbB.High","KHalfAdj.High","KHalfAdjnetProbB.High","KEMQuarterAdj.High","KEMQuarterAdjnetProbB.High"
"415","Kelly2","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  "
"416","Kelly2","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  "
"417","Kelly2","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :24802  ","Mean   :24802  ","Mean   :24802  ","Mean   :24802  ","Mean   :24802  ","Mean   :24802  ","Mean   :24802  ","Mean   :24802  ","Mean   :24802  ","Mean   :24802  ","Mean   :24802  ","Mean   :24802  ","Mean   :24802  ","Mean   :24802  ","Mean   :24802  ","Mean   :24802  ","Mean   :24802  ","Mean   :24802  ","Mean   :24802  "
"418","Kelly2","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  "
"419","Kelly2","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  "
"420","Kelly2",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  "
"422","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  "
"423","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  "
"424","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :24806  ","Mean   :24806  ","Mean   :24806  ","Mean   :24806  ","Mean   :24806  ","Mean   :24806  ","Mean   :24806  ","Mean   :24806  ","Mean   :24806  ","Mean   :24806  ","Mean   :24806  ","Mean   :24806  ","Mean   :24806  ","Mean   :24806  ","Mean   :24806  ","Mean   :24806  ","Mean   :24806  ","Mean   :24806  ","Mean   :24806  "
"425","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  "
"426","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  "
"427","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Kelly2","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  "
"429","Kelly2","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  "
"430","Kelly2","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  "
"431","Kelly2","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :24805  ","Mean   :24805  ","Mean   :24805  ","Mean   :24805  ","Mean   :24805  ","Mean   :24805  ","Mean   :24805  ","Mean   :24805  ","Mean   :24805  ","Mean   :24805  ","Mean   :24805  ","Mean   :24805  ","Mean   :24805  ","Mean   :24805  ","Mean   :24805  ","Mean   :24805  ","Mean   :24805  ","Mean   :24805  ","Mean   :24805  "
"432","Kelly2","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  "
"433","Kelly2","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  "
"434","Kelly2",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   : 21774  ","Min.   : 21774  ","Min.   : 21774  ","Min.   : 21774  ","Min.   : 21774  ","Min.   : 21774  ","Min.   : 21774  ","Min.   : 21774  ","Min.   : 21774  ","Min.   : 21774  ","Min.   : 21774  ","Min.   : 21774  ","Min.   : 21774  ","Min.   : 21774  ","Min.   : 21774  ","Min.   : 21774  ","Min.   : 21774  ","Min.   : 21774  ","Min.   : 21774  "
"436","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.: 75062  ","1st Qu.: 75062  ","1st Qu.: 75062  ","1st Qu.: 75062  ","1st Qu.: 75062  ","1st Qu.: 75062  ","1st Qu.: 75062  ","1st Qu.: 75062  ","1st Qu.: 75062  ","1st Qu.: 75062  ","1st Qu.: 75062  ","1st Qu.: 75062  ","1st Qu.: 75062  ","1st Qu.: 75062  ","1st Qu.: 75062  ","1st Qu.: 75062  ","1st Qu.: 75062  ","1st Qu.: 75062  ","1st Qu.: 75062  "
"437","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :105973  ","Median :105973  ","Median :105973  ","Median :105973  ","Median :105973  ","Median :105973  ","Median :105973  ","Median :105973  ","Median :105973  ","Median :105973  ","Median :105973  ","Median :105973  ","Median :105973  ","Median :105973  ","Median :105973  ","Median :105973  ","Median :105973  ","Median :105973  ","Median :105973  "
"438","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :106583  ","Mean   :106583  ","Mean   :106583  ","Mean   :106583  ","Mean   :106583  ","Mean   :106583  ","Mean   :106583  ","Mean   :106583  ","Mean   :106583  ","Mean   :106583  ","Mean   :106583  ","Mean   :106583  ","Mean   :106583  ","Mean   :106583  ","Mean   :106583  ","Mean   :106583  ","Mean   :106583  ","Mean   :106583  ","Mean   :106583  "
"439","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:140204  ","3rd Qu.:140204  ","3rd Qu.:140204  ","3rd Qu.:140204  ","3rd Qu.:140204  ","3rd Qu.:140204  ","3rd Qu.:140204  ","3rd Qu.:140204  ","3rd Qu.:140204  ","3rd Qu.:140204  ","3rd Qu.:140204  ","3rd Qu.:140204  ","3rd Qu.:140204  ","3rd Qu.:140204  ","3rd Qu.:140204  ","3rd Qu.:140204  ","3rd Qu.:140204  ","3rd Qu.:140204  ","3rd Qu.:140204  "
"440","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :188733  ","Max.   :188733  ","Max.   :188733  ","Max.   :188733  ","Max.   :188733  ","Max.   :188733  ","Max.   :188733  ","Max.   :188733  ","Max.   :188733  ","Max.   :188733  ","Max.   :188733  ","Max.   :188733  ","Max.   :188733  ","Max.   :188733  ","Max.   :188733  ","Max.   :188733  ","Max.   :188733  ","Max.   :188733  ","Max.   :188733  "
"441","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Kelly2","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   : 21774  ","Min.   : 21774  ","Min.   : 21774  ","Min.   : 21774  ","Min.   : 21774  ","Min.   : 21774  ","Min.   : 21774  ","Min.   : 21774  ","Min.   : 21774  ","Min.   : 21774  ","Min.   : 21774  ","Min.   : 21774  ","Min.   : 21774  ","Min.   : 21774  ","Min.   : 21774  ","Min.   : 21774  ","Min.   : 21774  ","Min.   : 21774  ","Min.   : 21774  "
"443","Kelly2","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.: 75064  ","1st Qu.: 75064  ","1st Qu.: 75064  ","1st Qu.: 75064  ","1st Qu.: 75064  ","1st Qu.: 75064  ","1st Qu.: 75064  ","1st Qu.: 75064  ","1st Qu.: 75064  ","1st Qu.: 75064  ","1st Qu.: 75064  ","1st Qu.: 75064  ","1st Qu.: 75064  ","1st Qu.: 75064  ","1st Qu.: 75064  ","1st Qu.: 75064  ","1st Qu.: 75064  ","1st Qu.: 75064  ","1st Qu.: 75064  "
"444","Kelly2","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :105986  ","Median :105986  ","Median :105986  ","Median :105986  ","Median :105986  ","Median :105986  ","Median :105986  ","Median :105986  ","Median :105986  ","Median :105986  ","Median :105986  ","Median :105986  ","Median :105986  ","Median :105986  ","Median :105986  ","Median :105986  ","Median :105986  ","Median :105986  ","Median :105986  "
"445","Kelly2","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :106593  ","Mean   :106593  ","Mean   :106593  ","Mean   :106593  ","Mean   :106593  ","Mean   :106593  ","Mean   :106593  ","Mean   :106593  ","Mean   :106593  ","Mean   :106593  ","Mean   :106593  ","Mean   :106593  ","Mean   :106593  ","Mean   :106593  ","Mean   :106593  ","Mean   :106593  ","Mean   :106593  ","Mean   :106593  ","Mean   :106593  "
"446","Kelly2","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:140219  ","3rd Qu.:140219  ","3rd Qu.:140219  ","3rd Qu.:140219  ","3rd Qu.:140219  ","3rd Qu.:140219  ","3rd Qu.:140219  ","3rd Qu.:140219  ","3rd Qu.:140219  ","3rd Qu.:140219  ","3rd Qu.:140219  ","3rd Qu.:140219  ","3rd Qu.:140219  ","3rd Qu.:140219  ","3rd Qu.:140219  ","3rd Qu.:140219  ","3rd Qu.:140219  ","3rd Qu.:140219  ","3rd Qu.:140219  "
"447","Kelly2","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :188738  ","Max.   :188738  ","Max.   :188738  ","Max.   :188738  ","Max.   :188738  ","Max.   :188738  ","Max.   :188738  ","Max.   :188738  ","Max.   :188738  ","Max.   :188738  ","Max.   :188738  ","Max.   :188738  ","Max.   :188738  ","Max.   :188738  ","Max.   :188738  ","Max.   :188738  ","Max.   :188738  ","Max.   :188738  ","Max.   :188738  "
"448","Kelly2",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Kelly3","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   : 21779  ","Min.   : 21779  ","Min.   : 21779  ","Min.   : 21779  ","Min.   : 21779  ","Min.   : 21779  ","Min.   : 21779  ","Min.   : 21779  ","Min.   : 21779  ","Min.   : 21779  ","Min.   : 21779  ","Min.   : 21779  ","Min.   : 21779  ","Min.   : 21779  ","Min.   : 21779  ","Min.   : 21779  ","Min.   : 21779  ","Min.   : 21779  ","Min.   : 21779  "
"450","Kelly3","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.: 75136  ","1st Qu.: 75136  ","1st Qu.: 75136  ","1st Qu.: 75136  ","1st Qu.: 75136  ","1st Qu.: 75136  ","1st Qu.: 75136  ","1st Qu.: 75136  ","1st Qu.: 75136  ","1st Qu.: 75136  ","1st Qu.: 75136  ","1st Qu.: 75136  ","1st Qu.: 75136  ","1st Qu.: 75136  ","1st Qu.: 75136  ","1st Qu.: 75136  ","1st Qu.: 75136  ","1st Qu.: 75136  ","1st Qu.: 75136  "
"451","Kelly3","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :106090  ","Median :106090  ","Median :106090  ","Median :106090  ","Median :106090  ","Median :106090  ","Median :106090  ","Median :106090  ","Median :106090  ","Median :106090  ","Median :106090  ","Median :106090  ","Median :106090  ","Median :106090  ","Median :106090  ","Median :106090  ","Median :106090  ","Median :106090  ","Median :106090  "
"452","Kelly3","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :106699  ","Mean   :106699  ","Mean   :106699  ","Mean   :106699  ","Mean   :106699  ","Mean   :106699  ","Mean   :106699  ","Mean   :106699  ","Mean   :106699  ","Mean   :106699  ","Mean   :106699  ","Mean   :106699  ","Mean   :106699  ","Mean   :106699  ","Mean   :106699  ","Mean   :106699  ","Mean   :106699  ","Mean   :106699  ","Mean   :106699  "
"453","Kelly3","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:140371  ","3rd Qu.:140371  ","3rd Qu.:140371  ","3rd Qu.:140371  ","3rd Qu.:140371  ","3rd Qu.:140371  ","3rd Qu.:140371  ","3rd Qu.:140371  ","3rd Qu.:140371  ","3rd Qu.:140371  ","3rd Qu.:140371  ","3rd Qu.:140371  ","3rd Qu.:140371  ","3rd Qu.:140371  ","3rd Qu.:140371  ","3rd Qu.:140371  ","3rd Qu.:140371  ","3rd Qu.:140371  ","3rd Qu.:140371  "
"454","Kelly3","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :188960  ","Max.   :188960  ","Max.   :188960  ","Max.   :188960  ","Max.   :188960  ","Max.   :188960  ","Max.   :188960  ","Max.   :188960  ","Max.   :188960  ","Max.   :188960  ","Max.   :188960  ","Max.   :188960  ","Max.   :188960  ","Max.   :188960  ","Max.   :188960  ","Max.   :188960  ","Max.   :188960  ","Max.   :188960  ","Max.   :188960  "
"455","Kelly3",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Kelly4","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   : 21779  ","Min.   : 21779  ","Min.   : 21779  ","Min.   : 21779  ","Min.   : 21779  ","Min.   : 21779  ","Min.   : 21779  ","Min.   : 21779  ","Min.   : 21779  ","Min.   : 21779  ","Min.   : 21779  ","Min.   : 21779  ","Min.   : 21779  ","Min.   : 21779  ","Min.   : 21779  ","Min.   : 21779  ","Min.   : 21779  ","Min.   : 21779  ","Min.   : 21779  "
"457","Kelly4","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.: 75138  ","1st Qu.: 75138  ","1st Qu.: 75138  ","1st Qu.: 75138  ","1st Qu.: 75138  ","1st Qu.: 75138  ","1st Qu.: 75138  ","1st Qu.: 75138  ","1st Qu.: 75138  ","1st Qu.: 75138  ","1st Qu.: 75138  ","1st Qu.: 75138  ","1st Qu.: 75138  ","1st Qu.: 75138  ","1st Qu.: 75138  ","1st Qu.: 75138  ","1st Qu.: 75138  ","1st Qu.: 75138  ","1st Qu.: 75138  "
"458","Kelly4","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :106103  ","Median :106103  ","Median :106103  ","Median :106103  ","Median :106103  ","Median :106103  ","Median :106103  ","Median :106103  ","Median :106103  ","Median :106103  ","Median :106103  ","Median :106103  ","Median :106103  ","Median :106103  ","Median :106103  ","Median :106103  ","Median :106103  ","Median :106103  ","Median :106103  "
"459","Kelly4","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :106709  ","Mean   :106709  ","Mean   :106709  ","Mean   :106709  ","Mean   :106709  ","Mean   :106709  ","Mean   :106709  ","Mean   :106709  ","Mean   :106709  ","Mean   :106709  ","Mean   :106709  ","Mean   :106709  ","Mean   :106709  ","Mean   :106709  ","Mean   :106709  ","Mean   :106709  ","Mean   :106709  ","Mean   :106709  ","Mean   :106709  "
"460","Kelly4","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:140386  ","3rd Qu.:140386  ","3rd Qu.:140386  ","3rd Qu.:140386  ","3rd Qu.:140386  ","3rd Qu.:140386  ","3rd Qu.:140386  ","3rd Qu.:140386  ","3rd Qu.:140386  ","3rd Qu.:140386  ","3rd Qu.:140386  ","3rd Qu.:140386  ","3rd Qu.:140386  ","3rd Qu.:140386  ","3rd Qu.:140386  ","3rd Qu.:140386  ","3rd Qu.:140386  ","3rd Qu.:140386  ","3rd Qu.:140386  "
"461","Kelly4","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :188964  ","Max.   :188964  ","Max.   :188964  ","Max.   :188964  ","Max.   :188964  ","Max.   :188964  ","Max.   :188964  ","Max.   :188964  ","Max.   :188964  ","Max.   :188964  ","Max.   :188964  ","Max.   :188964  ","Max.   :188964  ","Max.   :188964  ","Max.   :188964  ","Max.   :188964  ","Max.   :188964  ","Max.   :188964  ","Max.   :188964  "
"462","Kelly4",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   : 18839  ","Min.   : 18839  ","Min.   : 18839  ","Min.   : 18839  ","Min.   : 18839  ","Min.   : 18839  ","Min.   : 18839  ","Min.   : 18839  ","Min.   : 18839  ","Min.   : 18839  ","Min.   : 18839  ","Min.   : 18839  ","Min.   : 18839  ","Min.   : 18839  ","Min.   : 18839  ","Min.   : 18839  ","Min.   : 18839  ","Min.   : 18839  ","Min.   : 18839  "
"464","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.: 79461  ","1st Qu.: 79461  ","1st Qu.: 79461  ","1st Qu.: 79461  ","1st Qu.: 79461  ","1st Qu.: 79461  ","1st Qu.: 79461  ","1st Qu.: 79461  ","1st Qu.: 79461  ","1st Qu.: 79461  ","1st Qu.: 79461  ","1st Qu.: 79461  ","1st Qu.: 79461  ","1st Qu.: 79461  ","1st Qu.: 79461  ","1st Qu.: 79461  ","1st Qu.: 79461  ","1st Qu.: 79461  ","1st Qu.: 79461  "
"465","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :110136  ","Median :110136  ","Median :110136  ","Median :110136  ","Median :110136  ","Median :110136  ","Median :110136  ","Median :110136  ","Median :110136  ","Median :110136  ","Median :110136  ","Median :110136  ","Median :110136  ","Median :110136  ","Median :110136  ","Median :110136  ","Median :110136  ","Median :110136  ","Median :110136  "
"466","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :110156  ","Mean   :110156  ","Mean   :110156  ","Mean   :110156  ","Mean   :110156  ","Mean   :110156  ","Mean   :110156  ","Mean   :110156  ","Mean   :110156  ","Mean   :110156  ","Mean   :110156  ","Mean   :110156  ","Mean   :110156  ","Mean   :110156  ","Mean   :110156  ","Mean   :110156  ","Mean   :110156  ","Mean   :110156  ","Mean   :110156  "
"467","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:143818  ","3rd Qu.:143818  ","3rd Qu.:143818  ","3rd Qu.:143818  ","3rd Qu.:143818  ","3rd Qu.:143818  ","3rd Qu.:143818  ","3rd Qu.:143818  ","3rd Qu.:143818  ","3rd Qu.:143818  ","3rd Qu.:143818  ","3rd Qu.:143818  ","3rd Qu.:143818  ","3rd Qu.:143818  ","3rd Qu.:143818  ","3rd Qu.:143818  ","3rd Qu.:143818  ","3rd Qu.:143818  ","3rd Qu.:143818  "
"468","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :193245  ","Max.   :193245  ","Max.   :193245  ","Max.   :193245  ","Max.   :193245  ","Max.   :193245  ","Max.   :193245  ","Max.   :193245  ","Max.   :193245  ","Max.   :193245  ","Max.   :193245  ","Max.   :193245  ","Max.   :193245  ","Max.   :193245  ","Max.   :193245  ","Max.   :193245  ","Max.   :193245  ","Max.   :193245  ","Max.   :193245  "
"469","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Kelly2","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   : 18838  ","Min.   : 18838  ","Min.   : 18838  ","Min.   : 18838  ","Min.   : 18838  ","Min.   : 18838  ","Min.   : 18838  ","Min.   : 18838  ","Min.   : 18838  ","Min.   : 18838  ","Min.   : 18838  ","Min.   : 18838  ","Min.   : 18838  ","Min.   : 18838  ","Min.   : 18838  ","Min.   : 18838  ","Min.   : 18838  ","Min.   : 18838  ","Min.   : 18838  "
