"",".id","X......id","X....TimeUS","X....DateUS","X....League","netEMEdge.High","PropHKPriceEdge.High","PropnetProbBEdge.High","KProbHKPrice.High","KProbnetProbB.High","KProbFixed.High","KProbFixednetProbB.High","X.KEMProb.High","KEMProbnetProbB.High","KProbHalf.High","KProbHalfnetProbB.High","KProbQuarter.High","KProbQuarternetProbB.High","KProbAdj.High","KProbAdjnetProbB.High","KHalfAdj.High","KHalfAdjnetProbB.High","KEMQuarterAdj.High","KEMQuarterAdjnetProbB.High"
"471","Kelly2","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.: 79458  ","1st Qu.: 79458  ","1st Qu.: 79458  ","1st Qu.: 79458  ","1st Qu.: 79458  ","1st Qu.: 79458  ","1st Qu.: 79458  ","1st Qu.: 79458  ","1st Qu.: 79458  ","1st Qu.: 79458  ","1st Qu.: 79458  ","1st Qu.: 79458  ","1st Qu.: 79458  ","1st Qu.: 79458  ","1st Qu.: 79458  ","1st Qu.: 79458  ","1st Qu.: 79458  ","1st Qu.: 79458  ","1st Qu.: 79458  "
"472","Kelly2","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :110131  ","Median :110131  ","Median :110131  ","Median :110131  ","Median :110131  ","Median :110131  ","Median :110131  ","Median :110131  ","Median :110131  ","Median :110131  ","Median :110131  ","Median :110131  ","Median :110131  ","Median :110131  ","Median :110131  ","Median :110131  ","Median :110131  ","Median :110131  ","Median :110131  "
"473","Kelly2","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :110081  ","Mean   :110081  ","Mean   :110081  ","Mean   :110081  ","Mean   :110081  ","Mean   :110081  ","Mean   :110081  ","Mean   :110081  ","Mean   :110081  ","Mean   :110081  ","Mean   :110081  ","Mean   :110081  ","Mean   :110081  ","Mean   :110081  ","Mean   :110081  ","Mean   :110081  ","Mean   :110081  ","Mean   :110081  ","Mean   :110081  "
"474","Kelly2","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:143816  ","3rd Qu.:143816  ","3rd Qu.:143816  ","3rd Qu.:143816  ","3rd Qu.:143816  ","3rd Qu.:143816  ","3rd Qu.:143816  ","3rd Qu.:143816  ","3rd Qu.:143816  ","3rd Qu.:143816  ","3rd Qu.:143816  ","3rd Qu.:143816  ","3rd Qu.:143816  ","3rd Qu.:143816  ","3rd Qu.:143816  ","3rd Qu.:143816  ","3rd Qu.:143816  ","3rd Qu.:143816  ","3rd Qu.:143816  "
"475","Kelly2","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :193244  ","Max.   :193244  ","Max.   :193244  ","Max.   :193244  ","Max.   :193244  ","Max.   :193244  ","Max.   :193244  ","Max.   :193244  ","Max.   :193244  ","Max.   :193244  ","Max.   :193244  ","Max.   :193244  ","Max.   :193244  ","Max.   :193244  ","Max.   :193244  ","Max.   :193244  ","Max.   :193244  ","Max.   :193244  ","Max.   :193244  "
"476","Kelly2",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","Kelly3","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   : 18845  ","Min.   : 18845  ","Min.   : 18845  ","Min.   : 18845  ","Min.   : 18845  ","Min.   : 18845  ","Min.   : 18845  ","Min.   : 18845  ","Min.   : 18845  ","Min.   : 18845  ","Min.   : 18845  ","Min.   : 18845  ","Min.   : 18845  ","Min.   : 18845  ","Min.   : 18845  ","Min.   : 18845  ","Min.   : 18845  ","Min.   : 18845  ","Min.   : 18845  "
"478","Kelly3","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.: 79534  ","1st Qu.: 79534  ","1st Qu.: 79534  ","1st Qu.: 79534  ","1st Qu.: 79534  ","1st Qu.: 79534  ","1st Qu.: 79534  ","1st Qu.: 79534  ","1st Qu.: 79534  ","1st Qu.: 79534  ","1st Qu.: 79534  ","1st Qu.: 79534  ","1st Qu.: 79534  ","1st Qu.: 79534  ","1st Qu.: 79534  ","1st Qu.: 79534  ","1st Qu.: 79534  ","1st Qu.: 79534  ","1st Qu.: 79534  "
"479","Kelly3","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :110249  ","Median :110249  ","Median :110249  ","Median :110249  ","Median :110249  ","Median :110249  ","Median :110249  ","Median :110249  ","Median :110249  ","Median :110249  ","Median :110249  ","Median :110249  ","Median :110249  ","Median :110249  ","Median :110249  ","Median :110249  ","Median :110249  ","Median :110249  ","Median :110249  "
"480","Kelly3","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :110262  ","Mean   :110262  ","Mean   :110262  ","Mean   :110262  ","Mean   :110262  ","Mean   :110262  ","Mean   :110262  ","Mean   :110262  ","Mean   :110262  ","Mean   :110262  ","Mean   :110262  ","Mean   :110262  ","Mean   :110262  ","Mean   :110262  ","Mean   :110262  ","Mean   :110262  ","Mean   :110262  ","Mean   :110262  ","Mean   :110262  "
"481","Kelly3","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:143989  ","3rd Qu.:143989  ","3rd Qu.:143989  ","3rd Qu.:143989  ","3rd Qu.:143989  ","3rd Qu.:143989  ","3rd Qu.:143989  ","3rd Qu.:143989  ","3rd Qu.:143989  ","3rd Qu.:143989  ","3rd Qu.:143989  ","3rd Qu.:143989  ","3rd Qu.:143989  ","3rd Qu.:143989  ","3rd Qu.:143989  ","3rd Qu.:143989  ","3rd Qu.:143989  ","3rd Qu.:143989  ","3rd Qu.:143989  "
"482","Kelly3","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :193473  ","Max.   :193473  ","Max.   :193473  ","Max.   :193473  ","Max.   :193473  ","Max.   :193473  ","Max.   :193473  ","Max.   :193473  ","Max.   :193473  ","Max.   :193473  ","Max.   :193473  ","Max.   :193473  ","Max.   :193473  ","Max.   :193473  ","Max.   :193473  ","Max.   :193473  ","Max.   :193473  ","Max.   :193473  ","Max.   :193473  "
"483","Kelly3",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Kelly4","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   : 18843  ","Min.   : 18843  ","Min.   : 18843  ","Min.   : 18843  ","Min.   : 18843  ","Min.   : 18843  ","Min.   : 18843  ","Min.   : 18843  ","Min.   : 18843  ","Min.   : 18843  ","Min.   : 18843  ","Min.   : 18843  ","Min.   : 18843  ","Min.   : 18843  ","Min.   : 18843  ","Min.   : 18843  ","Min.   : 18843  ","Min.   : 18843  ","Min.   : 18843  "
"485","Kelly4","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.: 79531  ","1st Qu.: 79531  ","1st Qu.: 79531  ","1st Qu.: 79531  ","1st Qu.: 79531  ","1st Qu.: 79531  ","1st Qu.: 79531  ","1st Qu.: 79531  ","1st Qu.: 79531  ","1st Qu.: 79531  ","1st Qu.: 79531  ","1st Qu.: 79531  ","1st Qu.: 79531  ","1st Qu.: 79531  ","1st Qu.: 79531  ","1st Qu.: 79531  ","1st Qu.: 79531  ","1st Qu.: 79531  ","1st Qu.: 79531  "
"486","Kelly4","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :110244  ","Median :110244  ","Median :110244  ","Median :110244  ","Median :110244  ","Median :110244  ","Median :110244  ","Median :110244  ","Median :110244  ","Median :110244  ","Median :110244  ","Median :110244  ","Median :110244  ","Median :110244  ","Median :110244  ","Median :110244  ","Median :110244  ","Median :110244  ","Median :110244  "
"487","Kelly4","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :110199  ","Mean   :110199  ","Mean   :110199  ","Mean   :110199  ","Mean   :110199  ","Mean   :110199  ","Mean   :110199  ","Mean   :110199  ","Mean   :110199  ","Mean   :110199  ","Mean   :110199  ","Mean   :110199  ","Mean   :110199  ","Mean   :110199  ","Mean   :110199  ","Mean   :110199  ","Mean   :110199  ","Mean   :110199  ","Mean   :110199  "
"488","Kelly4","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:143986  ","3rd Qu.:143986  ","3rd Qu.:143986  ","3rd Qu.:143986  ","3rd Qu.:143986  ","3rd Qu.:143986  ","3rd Qu.:143986  ","3rd Qu.:143986  ","3rd Qu.:143986  ","3rd Qu.:143986  ","3rd Qu.:143986  ","3rd Qu.:143986  ","3rd Qu.:143986  ","3rd Qu.:143986  ","3rd Qu.:143986  ","3rd Qu.:143986  ","3rd Qu.:143986  ","3rd Qu.:143986  ","3rd Qu.:143986  "
"489","Kelly4","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :193472  ","Max.   :193472  ","Max.   :193472  ","Max.   :193472  ","Max.   :193472  ","Max.   :193472  ","Max.   :193472  ","Max.   :193472  ","Max.   :193472  ","Max.   :193472  ","Max.   :193472  ","Max.   :193472  ","Max.   :193472  ","Max.   :193472  ","Max.   :193472  ","Max.   :193472  ","Max.   :193472  ","Max.   :193472  ","Max.   :193472  "
"490","Kelly4",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  "
"492","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.: 71467  ","1st Qu.: 71467  ","1st Qu.: 71467  ","1st Qu.: 71467  ","1st Qu.: 71467  ","1st Qu.: 71467  ","1st Qu.: 71467  ","1st Qu.: 71467  ","1st Qu.: 71467  ","1st Qu.: 71467  ","1st Qu.: 71467  ","1st Qu.: 71467  ","1st Qu.: 71467  ","1st Qu.: 71467  ","1st Qu.: 71467  ","1st Qu.: 71467  ","1st Qu.: 71467  ","1st Qu.: 71467  ","1st Qu.: 71467  "
"493","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :100569  ","Median :100569  ","Median :100569  ","Median :100569  ","Median :100569  ","Median :100569  ","Median :100569  ","Median :100569  ","Median :100569  ","Median :100569  ","Median :100569  ","Median :100569  ","Median :100569  ","Median :100569  ","Median :100569  ","Median :100569  ","Median :100569  ","Median :100569  ","Median :100569  "
"494","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :101261  ","Mean   :101261  ","Mean   :101261  ","Mean   :101261  ","Mean   :101261  ","Mean   :101261  ","Mean   :101261  ","Mean   :101261  ","Mean   :101261  ","Mean   :101261  ","Mean   :101261  ","Mean   :101261  ","Mean   :101261  ","Mean   :101261  ","Mean   :101261  ","Mean   :101261  ","Mean   :101261  ","Mean   :101261  ","Mean   :101261  "
"495","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:133204  ","3rd Qu.:133204  ","3rd Qu.:133204  ","3rd Qu.:133204  ","3rd Qu.:133204  ","3rd Qu.:133204  ","3rd Qu.:133204  ","3rd Qu.:133204  ","3rd Qu.:133204  ","3rd Qu.:133204  ","3rd Qu.:133204  ","3rd Qu.:133204  ","3rd Qu.:133204  ","3rd Qu.:133204  ","3rd Qu.:133204  ","3rd Qu.:133204  ","3rd Qu.:133204  ","3rd Qu.:133204  ","3rd Qu.:133204  "
"496","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :178923  ","Max.   :178923  ","Max.   :178923  ","Max.   :178923  ","Max.   :178923  ","Max.   :178923  ","Max.   :178923  ","Max.   :178923  ","Max.   :178923  ","Max.   :178923  ","Max.   :178923  ","Max.   :178923  ","Max.   :178923  ","Max.   :178923  ","Max.   :178923  ","Max.   :178923  ","Max.   :178923  ","Max.   :178923  ","Max.   :178923  "
"497","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","Kelly2","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  "
"499","Kelly2","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.: 71472  ","1st Qu.: 71472  ","1st Qu.: 71472  ","1st Qu.: 71472  ","1st Qu.: 71472  ","1st Qu.: 71472  ","1st Qu.: 71472  ","1st Qu.: 71472  ","1st Qu.: 71472  ","1st Qu.: 71472  ","1st Qu.: 71472  ","1st Qu.: 71472  ","1st Qu.: 71472  ","1st Qu.: 71472  ","1st Qu.: 71472  ","1st Qu.: 71472  ","1st Qu.: 71472  ","1st Qu.: 71472  ","1st Qu.: 71472  "
"500","Kelly2","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :100584  ","Median :100584  ","Median :100584  ","Median :100584  ","Median :100584  ","Median :100584  ","Median :100584  ","Median :100584  ","Median :100584  ","Median :100584  ","Median :100584  ","Median :100584  ","Median :100584  ","Median :100584  ","Median :100584  ","Median :100584  ","Median :100584  ","Median :100584  ","Median :100584  "
"501","Kelly2","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :101271  ","Mean   :101271  ","Mean   :101271  ","Mean   :101271  ","Mean   :101271  ","Mean   :101271  ","Mean   :101271  ","Mean   :101271  ","Mean   :101271  ","Mean   :101271  ","Mean   :101271  ","Mean   :101271  ","Mean   :101271  ","Mean   :101271  ","Mean   :101271  ","Mean   :101271  ","Mean   :101271  ","Mean   :101271  ","Mean   :101271  "
"502","Kelly2","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:133220  ","3rd Qu.:133220  ","3rd Qu.:133220  ","3rd Qu.:133220  ","3rd Qu.:133220  ","3rd Qu.:133220  ","3rd Qu.:133220  ","3rd Qu.:133220  ","3rd Qu.:133220  ","3rd Qu.:133220  ","3rd Qu.:133220  ","3rd Qu.:133220  ","3rd Qu.:133220  ","3rd Qu.:133220  ","3rd Qu.:133220  ","3rd Qu.:133220  ","3rd Qu.:133220  ","3rd Qu.:133220  ","3rd Qu.:133220  "
"503","Kelly2","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :178927  ","Max.   :178927  ","Max.   :178927  ","Max.   :178927  ","Max.   :178927  ","Max.   :178927  ","Max.   :178927  ","Max.   :178927  ","Max.   :178927  ","Max.   :178927  ","Max.   :178927  ","Max.   :178927  ","Max.   :178927  ","Max.   :178927  ","Max.   :178927  ","Max.   :178927  ","Max.   :178927  ","Max.   :178927  ","Max.   :178927  "
"504","Kelly2",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","Kelly3","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   : 21025  ","Min.   : 21025  ","Min.   : 21025  ","Min.   : 21025  ","Min.   : 21025  ","Min.   : 21025  ","Min.   : 21025  ","Min.   : 21025  ","Min.   : 21025  ","Min.   : 21025  ","Min.   : 21025  ","Min.   : 21025  ","Min.   : 21025  ","Min.   : 21025  ","Min.   : 21025  ","Min.   : 21025  ","Min.   : 21025  ","Min.   : 21025  ","Min.   : 21025  "
"506","Kelly3","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.: 71471  ","1st Qu.: 71471  ","1st Qu.: 71471  ","1st Qu.: 71471  ","1st Qu.: 71471  ","1st Qu.: 71471  ","1st Qu.: 71471  ","1st Qu.: 71471  ","1st Qu.: 71471  ","1st Qu.: 71471  ","1st Qu.: 71471  ","1st Qu.: 71471  ","1st Qu.: 71471  ","1st Qu.: 71471  ","1st Qu.: 71471  ","1st Qu.: 71471  ","1st Qu.: 71471  ","1st Qu.: 71471  ","1st Qu.: 71471  "
"507","Kelly3","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :100583  ","Median :100583  ","Median :100583  ","Median :100583  ","Median :100583  ","Median :100583  ","Median :100583  ","Median :100583  ","Median :100583  ","Median :100583  ","Median :100583  ","Median :100583  ","Median :100583  ","Median :100583  ","Median :100583  ","Median :100583  ","Median :100583  ","Median :100583  ","Median :100583  "
"508","Kelly3","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :101275  ","Mean   :101275  ","Mean   :101275  ","Mean   :101275  ","Mean   :101275  ","Mean   :101275  ","Mean   :101275  ","Mean   :101275  ","Mean   :101275  ","Mean   :101275  ","Mean   :101275  ","Mean   :101275  ","Mean   :101275  ","Mean   :101275  ","Mean   :101275  ","Mean   :101275  ","Mean   :101275  ","Mean   :101275  ","Mean   :101275  "
"509","Kelly3","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:133224  ","3rd Qu.:133224  ","3rd Qu.:133224  ","3rd Qu.:133224  ","3rd Qu.:133224  ","3rd Qu.:133224  ","3rd Qu.:133224  ","3rd Qu.:133224  ","3rd Qu.:133224  ","3rd Qu.:133224  ","3rd Qu.:133224  ","3rd Qu.:133224  ","3rd Qu.:133224  ","3rd Qu.:133224  ","3rd Qu.:133224  ","3rd Qu.:133224  ","3rd Qu.:133224  ","3rd Qu.:133224  ","3rd Qu.:133224  "
"510","Kelly3","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :178949  ","Max.   :178949  ","Max.   :178949  ","Max.   :178949  ","Max.   :178949  ","Max.   :178949  ","Max.   :178949  ","Max.   :178949  ","Max.   :178949  ","Max.   :178949  ","Max.   :178949  ","Max.   :178949  ","Max.   :178949  ","Max.   :178949  ","Max.   :178949  ","Max.   :178949  ","Max.   :178949  ","Max.   :178949  ","Max.   :178949  "
"511","Kelly3",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","Kelly4","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   : 21025  ","Min.   : 21025  ","Min.   : 21025  ","Min.   : 21025  ","Min.   : 21025  ","Min.   : 21025  ","Min.   : 21025  ","Min.   : 21025  ","Min.   : 21025  ","Min.   : 21025  ","Min.   : 21025  ","Min.   : 21025  ","Min.   : 21025  ","Min.   : 21025  ","Min.   : 21025  ","Min.   : 21025  ","Min.   : 21025  ","Min.   : 21025  ","Min.   : 21025  "
"513","Kelly4","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.: 71476  ","1st Qu.: 71476  ","1st Qu.: 71476  ","1st Qu.: 71476  ","1st Qu.: 71476  ","1st Qu.: 71476  ","1st Qu.: 71476  ","1st Qu.: 71476  ","1st Qu.: 71476  ","1st Qu.: 71476  ","1st Qu.: 71476  ","1st Qu.: 71476  ","1st Qu.: 71476  ","1st Qu.: 71476  ","1st Qu.: 71476  ","1st Qu.: 71476  ","1st Qu.: 71476  ","1st Qu.: 71476  ","1st Qu.: 71476  "
"514","Kelly4","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :100599  ","Median :100599  ","Median :100599  ","Median :100599  ","Median :100599  ","Median :100599  ","Median :100599  ","Median :100599  ","Median :100599  ","Median :100599  ","Median :100599  ","Median :100599  ","Median :100599  ","Median :100599  ","Median :100599  ","Median :100599  ","Median :100599  ","Median :100599  ","Median :100599  "
"515","Kelly4","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :101285  ","Mean   :101285  ","Mean   :101285  ","Mean   :101285  ","Mean   :101285  ","Mean   :101285  ","Mean   :101285  ","Mean   :101285  ","Mean   :101285  ","Mean   :101285  ","Mean   :101285  ","Mean   :101285  ","Mean   :101285  ","Mean   :101285  ","Mean   :101285  ","Mean   :101285  ","Mean   :101285  ","Mean   :101285  ","Mean   :101285  "
"516","Kelly4","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:133240  ","3rd Qu.:133240  ","3rd Qu.:133240  ","3rd Qu.:133240  ","3rd Qu.:133240  ","3rd Qu.:133240  ","3rd Qu.:133240  ","3rd Qu.:133240  ","3rd Qu.:133240  ","3rd Qu.:133240  ","3rd Qu.:133240  ","3rd Qu.:133240  ","3rd Qu.:133240  ","3rd Qu.:133240  ","3rd Qu.:133240  ","3rd Qu.:133240  ","3rd Qu.:133240  ","3rd Qu.:133240  ","3rd Qu.:133240  "
"517","Kelly4","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :178954  ","Max.   :178954  ","Max.   :178954  ","Max.   :178954  ","Max.   :178954  ","Max.   :178954  ","Max.   :178954  ","Max.   :178954  ","Max.   :178954  ","Max.   :178954  ","Max.   :178954  ","Max.   :178954  ","Max.   :178954  ","Max.   :178954  ","Max.   :178954  ","Max.   :178954  ","Max.   :178954  ","Max.   :178954  ","Max.   :178954  "
"518","Kelly4",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  ","Min.   : 21022  "
"520","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.: 67221  ","1st Qu.: 67221  ","1st Qu.: 67221  ","1st Qu.: 67221  ","1st Qu.: 67221  ","1st Qu.: 67221  ","1st Qu.: 67221  ","1st Qu.: 67221  ","1st Qu.: 67221  ","1st Qu.: 67221  ","1st Qu.: 67221  ","1st Qu.: 67221  ","1st Qu.: 67221  ","1st Qu.: 67221  ","1st Qu.: 67221  ","1st Qu.: 67221  ","1st Qu.: 67221  ","1st Qu.: 67221  ","1st Qu.: 67221  "
"521","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median : 95434  ","Median : 95434  ","Median : 95434  ","Median : 95434  ","Median : 95434  ","Median : 95434  ","Median : 95434  ","Median : 95434  ","Median : 95434  ","Median : 95434  ","Median : 95434  ","Median : 95434  ","Median : 95434  ","Median : 95434  ","Median : 95434  ","Median : 95434  ","Median : 95434  ","Median : 95434  ","Median : 95434  "
"522","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   : 96652  ","Mean   : 96652  ","Mean   : 96652  ","Mean   : 96652  ","Mean   : 96652  ","Mean   : 96652  ","Mean   : 96652  ","Mean   : 96652  ","Mean   : 96652  ","Mean   : 96652  ","Mean   : 96652  ","Mean   : 96652  ","Mean   : 96652  ","Mean   : 96652  ","Mean   : 96652  ","Mean   : 96652  ","Mean   : 96652  ","Mean   : 96652  ","Mean   : 96652  "
"523","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:128068  ","3rd Qu.:128068  ","3rd Qu.:128068  ","3rd Qu.:128068  ","3rd Qu.:128068  ","3rd Qu.:128068  ","3rd Qu.:128068  ","3rd Qu.:128068  ","3rd Qu.:128068  ","3rd Qu.:128068  ","3rd Qu.:128068  ","3rd Qu.:128068  ","3rd Qu.:128068  ","3rd Qu.:128068  ","3rd Qu.:128068  ","3rd Qu.:128068  ","3rd Qu.:128068  ","3rd Qu.:128068  ","3rd Qu.:128068  "
