"",".id","X......id","X....TimeUS","X....DateUS","X....League","netEMEdge.Open","PropHKPriceEdge.Open","PropnetProbBEdge.Open","KProbHKPrice.Open","KProbnetProbB.Open","KProbFixed.Open","KProbFixednetProbB.Open","X.KEMProb.Open","KEMProbnetProbB.Open","KProbHalf.Open","KProbHalfnetProbB.Open","KProbQuarter.Open","KProbQuarternetProbB.Open","KProbAdj.Open","KProbAdjnetProbB.Open","KHalfAdj.Open","KHalfAdjnetProbB.Open","KEMQuarterAdj.Open","KEMQuarterAdjnetProbB.Open"
"631","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :15188  ","Min.   :     1  ","Min.   :     1.37  ","Min.   :15192  ","Min.   :15192  ","Min.   :15192  ","Min.   :15192  ","Min.   :19943  ","Min.   :19943  ","Min.   :18784  ","Min.   :18784  ","Min.   :19683  ","Min.   :19683  ","Min.   :15192  ","Min.   :15192  ","Min.   :19398  ","Min.   :19380  ","Min.   :19898  ","Min.   :19891  "
"632","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:33006  ","1st Qu.: 68193  ","1st Qu.: 68186.57  ","1st Qu.:31383  ","1st Qu.:31384  ","1st Qu.:27652  ","1st Qu.:28416  ","1st Qu.:20542  ","1st Qu.:20542  ","1st Qu.:22576  ","1st Qu.:22582  ","1st Qu.:20364  ","1st Qu.:20380  ","1st Qu.:27652  ","1st Qu.:28416  ","1st Qu.:20844  ","1st Qu.:20951  ","1st Qu.:20068  ","1st Qu.:20090  "
"633","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :39850  ","Median : 98174  ","Median : 98162.84  ","Median :38564  ","Median :38562  ","Median :36662  ","Median :37330  ","Median :20815  ","Median :20815  ","Median :24222  ","Median :24227  ","Median :20591  ","Median :20617  ","Median :36662  ","Median :37330  ","Median :21792  ","Median :21858  ","Median :20166  ","Median :20180  "
"634","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :39832  ","Mean   : 98650  ","Mean   : 98643.21  ","Mean   :38590  ","Mean   :38590  ","Mean   :37363  ","Mean   :38100  ","Mean   :20836  ","Mean   :20836  ","Mean   :24201  ","Mean   :24206  ","Mean   :20583  ","Mean   :20609  ","Mean   :37363  ","Mean   :38100  ","Mean   :21888  ","Mean   :21954  ","Mean   :20182  ","Mean   :20196  "
"635","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:47661  ","3rd Qu.:132058  ","3rd Qu.:132033.98  ","3rd Qu.:46436  ","3rd Qu.:46432  ","3rd Qu.:46817  ","3rd Qu.:47385  ","3rd Qu.:21228  ","3rd Qu.:21225  ","3rd Qu.:25960  ","3rd Qu.:25969  ","3rd Qu.:20834  ","3rd Qu.:20868  ","3rd Qu.:46817  ","3rd Qu.:47385  ","3rd Qu.:22955  ","3rd Qu.:22986  ","3rd Qu.:20305  ","3rd Qu.:20319  "
"636","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :58676  ","Max.   :178627  ","Max.   :178628.78  ","Max.   :57614  ","Max.   :57613  ","Max.   :58091  ","Max.   :59323  ","Max.   :21639  ","Max.   :21637  ","Max.   :28592  ","Max.   :28596  ","Max.   :21308  ","Max.   :21354  ","Max.   :58091  ","Max.   :59323  ","Max.   :24230  ","Max.   :24335  ","Max.   :20459  ","Max.   :20492  "
"637","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","Kelly2","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :15188  ","Min.   :     1  ","Min.   :     1.37  ","Min.   :15192  ","Min.   :15192  ","Min.   :15192  ","Min.   :15192  ","Min.   :19943  ","Min.   :19943  ","Min.   :18784  ","Min.   :18784  ","Min.   :19683  ","Min.   :19683  ","Min.   :15192  ","Min.   :15192  ","Min.   :19398  ","Min.   :19380  ","Min.   :19898  ","Min.   :19891  "
"639","Kelly2","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:33006  ","1st Qu.: 68189  ","1st Qu.: 68180.70  ","1st Qu.:31375  ","1st Qu.:31375  ","1st Qu.:31375  ","1st Qu.:31375  ","1st Qu.:20512  ","1st Qu.:20512  ","1st Qu.:22558  ","1st Qu.:22559  ","1st Qu.:20351  ","1st Qu.:20368  ","1st Qu.:31375  ","1st Qu.:31375  ","1st Qu.:21312  ","1st Qu.:21367  ","1st Qu.:20129  ","1st Qu.:20148  "
"640","Kelly2","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :39850  ","Median : 98144  ","Median : 98132.61  ","Median :38531  ","Median :38531  ","Median :38531  ","Median :38531  ","Median :20797  ","Median :20797  ","Median :24192  ","Median :24196  ","Median :20559  ","Median :20584  ","Median :38531  ","Median :38531  ","Median :22066  ","Median :22068  ","Median :20208  ","Median :20219  "
"641","Kelly2","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :39832  ","Mean   : 98633  ","Mean   : 98626.14  ","Mean   :38573  ","Mean   :38573  ","Mean   :38573  ","Mean   :38573  ","Mean   :20817  ","Mean   :20817  ","Mean   :24182  ","Mean   :24187  ","Mean   :20554  ","Mean   :20579  ","Mean   :38573  ","Mean   :38573  ","Mean   :22084  ","Mean   :22096  ","Mean   :20211  ","Mean   :20224  "
"642","Kelly2","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:47661  ","3rd Qu.:132046  ","3rd Qu.:132025.56  ","3rd Qu.:46423  ","3rd Qu.:46423  ","3rd Qu.:46423  ","3rd Qu.:46423  ","3rd Qu.:21210  ","3rd Qu.:21210  ","3rd Qu.:25943  ","3rd Qu.:25955  ","3rd Qu.:20790  ","3rd Qu.:20824  ","3rd Qu.:46423  ","3rd Qu.:46423  ","3rd Qu.:22955  ","3rd Qu.:22956  ","3rd Qu.:20311  ","3rd Qu.:20325  "
"643","Kelly2","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :58676  ","Max.   :178583  ","Max.   :178585.75  ","Max.   :57569  ","Max.   :57569  ","Max.   :57569  ","Max.   :57569  ","Max.   :21588  ","Max.   :21588  ","Max.   :28542  ","Max.   :28550  ","Max.   :21244  ","Max.   :21287  ","Max.   :57569  ","Max.   :57569  ","Max.   :24238  ","Max.   :24275  ","Max.   :20463  ","Max.   :20494  "
"644","Kelly2",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","Kelly3","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :15188  ","Min.   :     1  ","Min.   :     1.37  ","Min.   :15192  ","Min.   :15192  ","Min.   :15192  ","Min.   :15192  ","Min.   :19943  ","Min.   :19943  ","Min.   :18784  ","Min.   :18784  ","Min.   :19683  ","Min.   :19683  ","Min.   :15192  ","Min.   :15192  ","Min.   :19398  ","Min.   :19380  ","Min.   :19898  ","Min.   :19891  "
"646","Kelly3","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:33006  ","1st Qu.: 68225  ","1st Qu.: 68216.18  ","1st Qu.:31401  ","1st Qu.:31401  ","1st Qu.:27766  ","1st Qu.:28606  ","1st Qu.:20564  ","1st Qu.:20565  ","1st Qu.:22586  ","1st Qu.:22591  ","1st Qu.:20367  ","1st Qu.:20381  ","1st Qu.:27766  ","1st Qu.:28606  ","1st Qu.:20852  ","1st Qu.:20970  ","1st Qu.:20069  ","1st Qu.:20091  "
"647","Kelly3","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :39850  ","Median : 98266  ","Median : 98251.00  ","Median :38607  ","Median :38605  ","Median :37638  ","Median :38424  ","Median :20859  ","Median :20860  ","Median :24244  ","Median :24248  ","Median :20599  ","Median :20624  ","Median :37638  ","Median :38424  ","Median :21894  ","Median :21967  ","Median :20177  ","Median :20191  "
"648","Kelly3","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :39832  ","Mean   : 98739  ","Mean   : 98733.01  ","Mean   :38634  ","Mean   :38634  ","Mean   :38311  ","Mean   :39197  ","Mean   :20879  ","Mean   :20880  ","Mean   :24222  ","Mean   :24227  ","Mean   :20591  ","Mean   :20617  ","Mean   :38311  ","Mean   :39197  ","Mean   :21987  ","Mean   :22059  ","Mean   :20192  ","Mean   :20207  "
"649","Kelly3","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:47661  ","3rd Qu.:132194  ","3rd Qu.:132168.40  ","3rd Qu.:46502  ","3rd Qu.:46498  ","3rd Qu.:48334  ","3rd Qu.:49085  ","3rd Qu.:21294  ","3rd Qu.:21290  ","3rd Qu.:25992  ","3rd Qu.:26001  ","3rd Qu.:20846  ","3rd Qu.:20878  ","3rd Qu.:48334  ","3rd Qu.:49085  ","3rd Qu.:23115  ","3rd Qu.:23150  ","3rd Qu.:20322  ","3rd Qu.:20336  "
"650","Kelly3","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :58676  ","Max.   :178818  ","Max.   :178821.95  ","Max.   :57707  ","Max.   :57708  ","Max.   :60494  ","Max.   :62122  ","Max.   :21732  ","Max.   :21732  ","Max.   :28636  ","Max.   :28641  ","Max.   :21324  ","Max.   :21369  ","Max.   :60494  ","Max.   :62122  ","Max.   :24475  ","Max.   :24587  ","Max.   :20485  ","Max.   :20518  "
"651","Kelly3",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","Kelly4","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :15188  ","Min.   :     1  ","Min.   :     1.37  ","Min.   :15192  ","Min.   :15192  ","Min.   :15192  ","Min.   :15192  ","Min.   :19943  ","Min.   :19943  ","Min.   :18784  ","Min.   :18784  ","Min.   :19683  ","Min.   :19683  ","Min.   :15192  ","Min.   :15192  ","Min.   :19398  ","Min.   :19380  ","Min.   :19898  ","Min.   :19891  "
"653","Kelly4","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:33006  ","1st Qu.: 68221  ","1st Qu.: 68210.73  ","1st Qu.:31391  ","1st Qu.:31390  ","1st Qu.:31741  ","1st Qu.:31720  ","1st Qu.:20535  ","1st Qu.:20534  ","1st Qu.:22571  ","1st Qu.:22571  ","1st Qu.:20355  ","1st Qu.:20371  ","1st Qu.:31741  ","1st Qu.:31720  ","1st Qu.:21356  ","1st Qu.:21410  ","1st Qu.:20134  ","1st Qu.:20154  "
"654","Kelly4","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :39850  ","Median : 98236  ","Median : 98221.98  ","Median :38576  ","Median :38575  ","Median :39619  ","Median :39679  ","Median :20842  ","Median :20842  ","Median :24213  ","Median :24217  ","Median :20565  ","Median :20591  ","Median :39619  ","Median :39679  ","Median :22183  ","Median :22183  ","Median :20221  ","Median :20231  "
"655","Kelly4","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :39832  ","Mean   : 98723  ","Mean   : 98715.94  ","Mean   :38617  ","Mean   :38617  ","Mean   :39612  ","Mean   :39662  ","Mean   :20861  ","Mean   :20861  ","Mean   :24203  ","Mean   :24208  ","Mean   :20561  ","Mean   :20586  ","Mean   :39612  ","Mean   :39662  ","Mean   :22197  ","Mean   :22207  ","Mean   :20224  ","Mean   :20236  "
"656","Kelly4","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:47661  ","3rd Qu.:132182  ","3rd Qu.:132159.98  ","3rd Qu.:46489  ","3rd Qu.:46489  ","3rd Qu.:47946  ","3rd Qu.:48031  ","3rd Qu.:21277  ","3rd Qu.:21276  ","3rd Qu.:25976  ","3rd Qu.:25986  ","3rd Qu.:20800  ","3rd Qu.:20834  ","3rd Qu.:47946  ","3rd Qu.:48031  ","3rd Qu.:23120  ","3rd Qu.:23118  ","3rd Qu.:20329  ","3rd Qu.:20343  "
"657","Kelly4","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :58676  ","Max.   :178774  ","Max.   :178778.92  ","Max.   :57662  ","Max.   :57664  ","Max.   :59971  ","Max.   :60100  ","Max.   :21682  ","Max.   :21683  ","Max.   :28587  ","Max.   :28593  ","Max.   :21258  ","Max.   :21301  ","Max.   :59971  ","Max.   :60100  ","Max.   :24497  ","Max.   :24526  ","Max.   :20491  ","Max.   :20522  "
"658","Kelly4",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :15188  ","Min.   :     1  ","Min.   :     1.37  ","Min.   :15192  ","Min.   :15192  ","Min.   :15192  ","Min.   :15192  ","Min.   :19943  ","Min.   :19943  ","Min.   :18784  ","Min.   :18784  ","Min.   :19683  ","Min.   :19683  ","Min.   :15192  ","Min.   :15192  ","Min.   :19398  ","Min.   :19380  ","Min.   :19898  ","Min.   :19891  "
"660","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:33006  ","1st Qu.: 76292  ","1st Qu.: 76284.10  ","1st Qu.:33305  ","1st Qu.:33305  ","1st Qu.:33305  ","1st Qu.:33305  ","1st Qu.:20475  ","1st Qu.:20475  ","1st Qu.:23037  ","1st Qu.:23041  ","1st Qu.:20467  ","1st Qu.:20481  ","1st Qu.:33305  ","1st Qu.:33305  ","1st Qu.:21558  ","1st Qu.:21627  ","1st Qu.:20159  ","1st Qu.:20184  "
"661","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :39850  ","Median :106079  ","Median :106066.00  ","Median :40432  ","Median :40432  ","Median :40432  ","Median :40432  ","Median :20770  ","Median :20770  ","Median :24677  ","Median :24681  ","Median :20701  ","Median :20725  ","Median :40432  ","Median :40432  ","Median :22334  ","Median :22375  ","Median :20245  ","Median :20266  "
"662","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :39832  ","Mean   :105848  ","Mean   :105840.75  ","Mean   :40319  ","Mean   :40319  ","Mean   :40319  ","Mean   :40319  ","Mean   :20784  ","Mean   :20784  ","Mean   :24628  ","Mean   :24633  ","Mean   :20680  ","Mean   :20705  ","Mean   :40319  ","Mean   :40319  ","Mean   :22322  ","Mean   :22369  ","Mean   :20244  ","Mean   :20267  "
"663","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:47661  ","3rd Qu.:139552  ","3rd Qu.:139535.87  ","3rd Qu.:48256  ","3rd Qu.:48256  ","3rd Qu.:48256  ","3rd Qu.:48256  ","3rd Qu.:21172  ","3rd Qu.:21172  ","3rd Qu.:26409  ","3rd Qu.:26417  ","3rd Qu.:20924  ","3rd Qu.:20958  ","3rd Qu.:48256  ","3rd Qu.:48256  ","3rd Qu.:23207  ","3rd Qu.:23243  ","3rd Qu.:20345  ","3rd Qu.:20370  "
"664","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :58676  ","Max.   :187051  ","Max.   :187054.42  ","Max.   :59655  ","Max.   :59655  ","Max.   :59655  ","Max.   :59655  ","Max.   :21507  ","Max.   :21507  ","Max.   :29088  ","Max.   :29094  ","Max.   :21415  ","Max.   :21458  ","Max.   :59655  ","Max.   :59655  ","Max.   :24537  ","Max.   :24623  ","Max.   :20504  ","Max.   :20549  "
"665","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","Kelly2","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :15188  ","Min.   :     1  ","Min.   :     1.37  ","Min.   :15192  ","Min.   :15192  ","Min.   :15192  ","Min.   :15192  ","Min.   :19943  ","Min.   :19943  ","Min.   :18784  ","Min.   :18784  ","Min.   :19683  ","Min.   :19683  ","Min.   :15192  ","Min.   :15192  ","Min.   :19398  ","Min.   :19380  ","Min.   :19898  ","Min.   :19891  "
"667","Kelly2","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:33006  ","1st Qu.: 76292  ","1st Qu.: 76284.10  ","1st Qu.:33305  ","1st Qu.:33305  ","1st Qu.:33305  ","1st Qu.:33305  ","1st Qu.:20475  ","1st Qu.:20475  ","1st Qu.:23037  ","1st Qu.:23041  ","1st Qu.:20467  ","1st Qu.:20481  ","1st Qu.:33305  ","1st Qu.:33305  ","1st Qu.:21558  ","1st Qu.:21627  ","1st Qu.:20159  ","1st Qu.:20184  "
"668","Kelly2","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :39850  ","Median :106079  ","Median :106066.00  ","Median :40432  ","Median :40432  ","Median :40432  ","Median :40432  ","Median :20770  ","Median :20770  ","Median :24677  ","Median :24681  ","Median :20701  ","Median :20725  ","Median :40432  ","Median :40432  ","Median :22334  ","Median :22375  ","Median :20245  ","Median :20266  "
"669","Kelly2","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :39832  ","Mean   :105848  ","Mean   :105840.75  ","Mean   :40319  ","Mean   :40319  ","Mean   :40319  ","Mean   :40319  ","Mean   :20784  ","Mean   :20784  ","Mean   :24628  ","Mean   :24633  ","Mean   :20680  ","Mean   :20705  ","Mean   :40319  ","Mean   :40319  ","Mean   :22322  ","Mean   :22369  ","Mean   :20244  ","Mean   :20267  "
"670","Kelly2","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:47661  ","3rd Qu.:139552  ","3rd Qu.:139535.87  ","3rd Qu.:48256  ","3rd Qu.:48256  ","3rd Qu.:48256  ","3rd Qu.:48256  ","3rd Qu.:21172  ","3rd Qu.:21172  ","3rd Qu.:26409  ","3rd Qu.:26417  ","3rd Qu.:20924  ","3rd Qu.:20958  ","3rd Qu.:48256  ","3rd Qu.:48256  ","3rd Qu.:23207  ","3rd Qu.:23243  ","3rd Qu.:20345  ","3rd Qu.:20370  "
"671","Kelly2","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :58676  ","Max.   :187051  ","Max.   :187054.42  ","Max.   :59655  ","Max.   :59655  ","Max.   :59655  ","Max.   :59655  ","Max.   :21507  ","Max.   :21507  ","Max.   :29088  ","Max.   :29094  ","Max.   :21415  ","Max.   :21458  ","Max.   :59655  ","Max.   :59655  ","Max.   :24537  ","Max.   :24623  ","Max.   :20504  ","Max.   :20549  "
"672","Kelly2",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","Kelly3","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :15188  ","Min.   :     1  ","Min.   :     1.37  ","Min.   :15192  ","Min.   :15192  ","Min.   :15192  ","Min.   :15192  ","Min.   :19943  ","Min.   :19943  ","Min.   :18784  ","Min.   :18784  ","Min.   :19683  ","Min.   :19683  ","Min.   :15192  ","Min.   :15192  ","Min.   :19398  ","Min.   :19380  ","Min.   :19898  ","Min.   :19891  "
"674","Kelly3","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:33006  ","1st Qu.: 76315  ","1st Qu.: 76305.78  ","1st Qu.:33316  ","1st Qu.:33316  ","1st Qu.:33662  ","1st Qu.:33649  ","1st Qu.:20488  ","1st Qu.:20488  ","1st Qu.:23044  ","1st Qu.:23048  ","1st Qu.:20468  ","1st Qu.:20482  ","1st Qu.:33662  ","1st Qu.:33649  ","1st Qu.:21600  ","1st Qu.:21668  ","1st Qu.:20164  ","1st Qu.:20188  "
"675","Kelly3","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :39850  ","Median :106136  ","Median :106130.94  ","Median :40461  ","Median :40461  ","Median :41130  ","Median :41137  ","Median :20801  ","Median :20801  ","Median :24691  ","Median :24695  ","Median :20705  ","Median :20729  ","Median :41130  ","Median :41137  ","Median :22413  ","Median :22451  ","Median :20254  ","Median :20275  "
"676","Kelly3","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :39832  ","Mean   :105901  ","Mean   :105894.75  ","Mean   :40345  ","Mean   :40345  ","Mean   :40919  ","Mean   :40929  ","Mean   :20810  ","Mean   :20810  ","Mean   :24641  ","Mean   :24645  ","Mean   :20684  ","Mean   :20709  ","Mean   :40919  ","Mean   :40929  ","Mean   :22389  ","Mean   :22434  ","Mean   :20252  ","Mean   :20274  "
"677","Kelly3","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:47661  ","3rd Qu.:139633  ","3rd Qu.:139616.80  ","3rd Qu.:48296  ","3rd Qu.:48296  ","3rd Qu.:49022  ","3rd Qu.:49061  ","3rd Qu.:21211  ","3rd Qu.:21211  ","3rd Qu.:26428  ","3rd Qu.:26436  ","3rd Qu.:20929  ","3rd Qu.:20963  ","3rd Qu.:49022  ","3rd Qu.:49061  ","3rd Qu.:23289  ","3rd Qu.:23324  ","3rd Qu.:20354  ","3rd Qu.:20379  "
"678","Kelly3","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :58676  ","Max.   :187152  ","Max.   :187154.99  ","Max.   :59704  ","Max.   :59704  ","Max.   :60846  ","Max.   :60860  ","Max.   :21556  ","Max.   :21556  ","Max.   :29111  ","Max.   :29117  ","Max.   :21422  ","Max.   :21465  ","Max.   :60846  ","Max.   :60860  ","Max.   :24670  ","Max.   :24750  ","Max.   :20520  ","Max.   :20564  "
"679","Kelly3",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","Kelly4","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :15188  ","Min.   :     1  ","Min.   :     1.37  ","Min.   :15192  ","Min.   :15192  ","Min.   :15192  ","Min.   :15192  ","Min.   :19943  ","Min.   :19943  ","Min.   :18784  ","Min.   :18784  ","Min.   :19683  ","Min.   :19683  ","Min.   :15192  ","Min.   :15192  ","Min.   :19398  ","Min.   :19380  ","Min.   :19898  ","Min.   :19891  "
"681","Kelly4","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:33006  ","1st Qu.: 76315  ","1st Qu.: 76305.78  ","1st Qu.:33316  ","1st Qu.:33316  ","1st Qu.:33662  ","1st Qu.:33649  ","1st Qu.:20488  ","1st Qu.:20488  ","1st Qu.:23044  ","1st Qu.:23048  ","1st Qu.:20468  ","1st Qu.:20482  ","1st Qu.:33662  ","1st Qu.:33649  ","1st Qu.:21600  ","1st Qu.:21668  ","1st Qu.:20164  ","1st Qu.:20188  "
"682","Kelly4","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :39850  ","Median :106136  ","Median :106130.94  ","Median :40461  ","Median :40461  ","Median :41130  ","Median :41137  ","Median :20801  ","Median :20801  ","Median :24691  ","Median :24695  ","Median :20705  ","Median :20729  ","Median :41130  ","Median :41137  ","Median :22413  ","Median :22451  ","Median :20254  ","Median :20275  "
"683","Kelly4","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :39832  ","Mean   :105901  ","Mean   :105894.75  ","Mean   :40345  ","Mean   :40345  ","Mean   :40919  ","Mean   :40929  ","Mean   :20810  ","Mean   :20810  ","Mean   :24641  ","Mean   :24645  ","Mean   :20684  ","Mean   :20709  ","Mean   :40919  ","Mean   :40929  ","Mean   :22389  ","Mean   :22434  ","Mean   :20252  ","Mean   :20274  "
"684","Kelly4","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:47661  ","3rd Qu.:139633  ","3rd Qu.:139616.80  ","3rd Qu.:48296  ","3rd Qu.:48296  ","3rd Qu.:49022  ","3rd Qu.:49061  ","3rd Qu.:21211  ","3rd Qu.:21211  ","3rd Qu.:26428  ","3rd Qu.:26436  ","3rd Qu.:20929  ","3rd Qu.:20963  ","3rd Qu.:49022  ","3rd Qu.:49061  ","3rd Qu.:23289  ","3rd Qu.:23324  ","3rd Qu.:20354  ","3rd Qu.:20379  "
"685","Kelly4","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :58676  ","Max.   :187152  ","Max.   :187154.99  ","Max.   :59704  ","Max.   :59704  ","Max.   :60846  ","Max.   :60860  ","Max.   :21556  ","Max.   :21556  ","Max.   :29111  ","Max.   :29117  ","Max.   :21422  ","Max.   :21465  ","Max.   :60846  ","Max.   :60860  ","Max.   :24670  ","Max.   :24750  ","Max.   :20520  ","Max.   :20564  "
"686","Kelly4",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
