"",".id","X......id","X....TimeUS","X....DateUS","X....League","netEMEdge.Open","PropHKPriceEdge.Open","PropnetProbBEdge.Open","KProbHKPrice.Open","KProbnetProbB.Open","KProbFixed.Open","KProbFixednetProbB.Open","X.KEMProb.Open","KEMProbnetProbB.Open","KProbHalf.Open","KProbHalfnetProbB.Open","KProbQuarter.Open","KProbQuarternetProbB.Open","KProbAdj.Open","KProbAdjnetProbB.Open","KHalfAdj.Open","KHalfAdjnetProbB.Open","KEMQuarterAdj.Open","KEMQuarterAdjnetProbB.Open"
"1802","Kelly4","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :40183  ","Median :110751.01  ","Median :110743  ","Median :41835  ","Median :41834  ","Median :43439  ","Median :43501  ","Median :21200  ","Median :21200  ","Median :25279  ","Median :25282  ","Median :21095  ","Median :21117  ","Median :43439  ","Median :43501  ","Median :22949  ","Median :22972  ","Median :20607  ","Median :20627  "
"1803","Kelly4","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :40164  ","Mean   :109407.84  ","Mean   :109403  ","Mean   :41458  ","Mean   :41458  ","Mean   :42981  ","Mean   :43039  ","Mean   :21208  ","Mean   :21208  ","Mean   :25173  ","Mean   :25176  ","Mean   :21063  ","Mean   :21086  ","Mean   :42981  ","Mean   :43039  ","Mean   :22904  ","Mean   :22940  ","Mean   :20604  ","Mean   :20624  "
"1804","Kelly4","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:47993  ","3rd Qu.:141150.46  ","3rd Qu.:141135  ","3rd Qu.:48946  ","3rd Qu.:48946  ","3rd Qu.:51012  ","3rd Qu.:51107  ","3rd Qu.:21631  ","3rd Qu.:21630  ","3rd Qu.:26850  ","3rd Qu.:26856  ","3rd Qu.:21312  ","3rd Qu.:21344  ","3rd Qu.:51012  ","3rd Qu.:51107  ","3rd Qu.:23798  ","3rd Qu.:23823  ","3rd Qu.:20705  ","3rd Qu.:20728  "
"1805","Kelly4","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :59008  ","Max.   :190911.43  ","Max.   :190920  ","Max.   :60908  ","Max.   :60909  ","Max.   :63998  ","Max.   :64114  ","Max.   :22013  ","Max.   :22013  ","Max.   :29673  ","Max.   :29676  ","Max.   :21806  ","Max.   :21846  ","Max.   :63998  ","Max.   :64114  ","Max.   :25303  ","Max.   :25371  ","Max.   :20885  ","Max.   :20927  "
"1806","Kelly4",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1807","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :13639  ","Min.   :     4.7  ","Min.   :     1  ","Min.   :14012  ","Min.   :14011  ","Min.   :14957  ","Min.   :14750  ","Min.   :18407  ","Min.   :18407  ","Min.   :17317  ","Min.   :17316  ","Min.   :18138  ","Min.   :18138  ","Min.   :14957  ","Min.   :14750  ","Min.   :18014  ","Min.   :17980  ","Min.   :18369  ","Min.   :18362  "
"1808","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:31458  ","1st Qu.: 79637.4  ","1st Qu.: 79628  ","1st Qu.:32935  ","1st Qu.:32934  ","1st Qu.:34658  ","1st Qu.:34246  ","1st Qu.:18966  ","1st Qu.:18965  ","1st Qu.:21790  ","1st Qu.:21791  ","1st Qu.:18986  ","1st Qu.:18999  ","1st Qu.:34658  ","1st Qu.:34246  ","1st Qu.:20382  ","1st Qu.:20433  ","1st Qu.:18658  ","1st Qu.:18683  "
"1809","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :38302  ","Median :110350.2  ","Median :110335  ","Median :40288  ","Median :40287  ","Median :42063  ","Median :41662  ","Median :19267  ","Median :19265  ","Median :23484  ","Median :23487  ","Median :19237  ","Median :19262  ","Median :42063  ","Median :41662  ","Median :21180  ","Median :21199  ","Median :18746  ","Median :18770  "
"1810","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :38283  ","Mean   :109948.0  ","Mean   :109938  ","Mean   :40128  ","Mean   :40126  ","Mean   :41799  ","Mean   :41423  ","Mean   :19282  ","Mean   :19281  ","Mean   :23421  ","Mean   :23424  ","Mean   :19212  ","Mean   :19236  ","Mean   :41799  ","Mean   :41423  ","Mean   :21152  ","Mean   :21178  ","Mean   :18743  ","Mean   :18767  "
"1811","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:46113  ","3rd Qu.:144053.0  ","3rd Qu.:144033  ","3rd Qu.:48160  ","3rd Qu.:48159  ","3rd Qu.:49637  ","3rd Qu.:49285  ","3rd Qu.:19681  ","3rd Qu.:19680  ","3rd Qu.:25226  ","3rd Qu.:25233  ","3rd Qu.:19467  ","3rd Qu.:19501  ","3rd Qu.:49637  ","3rd Qu.:49285  ","3rd Qu.:22020  ","3rd Qu.:22034  ","3rd Qu.:18841  ","3rd Qu.:18868  "
"1812","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :57127  ","Max.   :193592.0  ","Max.   :193593  ","Max.   :60055  ","Max.   :60054  ","Max.   :61664  ","Max.   :61331  ","Max.   :20031  ","Max.   :20031  ","Max.   :28028  ","Max.   :28032  ","Max.   :19979  ","Max.   :20022  ","Max.   :61664  ","Max.   :61331  ","Max.   :23418  ","Max.   :23482  ","Max.   :19008  ","Max.   :19055  "
"1813","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1814","Kelly2","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :13645  ","Min.   :     3.66  ","Min.   :     1  ","Min.   :14011  ","Min.   :14011  ","Min.   :14011  ","Min.   :14011  ","Min.   :18408  ","Min.   :18408  ","Min.   :17315  ","Min.   :17316  ","Min.   :18138  ","Min.   :18139  ","Min.   :14011  ","Min.   :14011  ","Min.   :17901  ","Min.   :17884  ","Min.   :18360  ","Min.   :18354  "
"1815","Kelly2","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:31463  ","1st Qu.: 79634.84  ","1st Qu.: 79626  ","1st Qu.:32932  ","1st Qu.:32932  ","1st Qu.:32932  ","1st Qu.:32932  ","1st Qu.:18962  ","1st Qu.:18962  ","1st Qu.:21786  ","1st Qu.:21789  ","1st Qu.:18986  ","1st Qu.:19000  ","1st Qu.:32932  ","1st Qu.:32932  ","1st Qu.:20162  ","1st Qu.:20244  ","1st Qu.:18635  ","1st Qu.:18661  "
"1816","Kelly2","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :38307  ","Median :110344.23  ","Median :110332  ","Median :40283  ","Median :40283  ","Median :40283  ","Median :40283  ","Median :19263  ","Median :19263  ","Median :23479  ","Median :23484  ","Median :19236  ","Median :19261  ","Median :40283  ","Median :40283  ","Median :20959  ","Median :21009  ","Median :18722  ","Median :18747  "
"1817","Kelly2","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :38289  ","Mean   :109944.75  ","Mean   :109936  ","Mean   :40124  ","Mean   :40124  ","Mean   :40124  ","Mean   :40124  ","Mean   :19279  ","Mean   :19279  ","Mean   :23417  ","Mean   :23423  ","Mean   :19211  ","Mean   :19237  ","Mean   :40124  ","Mean   :40124  ","Mean   :20941  ","Mean   :20996  ","Mean   :18721  ","Mean   :18746  "
"1818","Kelly2","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:46118  ","3rd Qu.:144050.17  ","3rd Qu.:144031  ","3rd Qu.:48158  ","3rd Qu.:48158  ","3rd Qu.:48158  ","3rd Qu.:48158  ","3rd Qu.:19679  ","3rd Qu.:19679  ","3rd Qu.:25223  ","3rd Qu.:25232  ","3rd Qu.:19465  ","3rd Qu.:19501  ","3rd Qu.:48158  ","3rd Qu.:48158  ","3rd Qu.:21834  ","3rd Qu.:21878  ","3rd Qu.:18822  ","3rd Qu.:18850  "
"1819","Kelly2","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :57133  ","Max.   :193589.56  ","Max.   :193591  ","Max.   :60053  ","Max.   :60053  ","Max.   :60053  ","Max.   :60053  ","Max.   :20029  ","Max.   :20029  ","Max.   :28025  ","Max.   :28032  ","Max.   :19979  ","Max.   :20023  ","Max.   :60053  ","Max.   :60053  ","Max.   :23220  ","Max.   :23312  ","Max.   :18988  ","Max.   :19036  "
"1820","Kelly2",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1821","Kelly3","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :13640  ","Min.   :     4.31  ","Min.   :     1  ","Min.   :14013  ","Min.   :14012  ","Min.   :14482  ","Min.   :14299  ","Min.   :18408  ","Min.   :18408  ","Min.   :17317  ","Min.   :17317  ","Min.   :18139  ","Min.   :18139  ","Min.   :14482  ","Min.   :14299  ","Min.   :17959  ","Min.   :17927  ","Min.   :18364  ","Min.   :18356  "
"1822","Kelly3","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:31459  ","1st Qu.: 79704.85  ","1st Qu.: 79693  ","1st Qu.:32974  ","1st Qu.:32973  ","1st Qu.:35666  ","1st Qu.:35222  ","1st Qu.:19003  ","1st Qu.:19001  ","1st Qu.:21808  ","1st Qu.:21810  ","1st Qu.:18992  ","1st Qu.:19005  ","1st Qu.:35666  ","1st Qu.:35222  ","1st Qu.:20501  ","1st Qu.:20545  ","1st Qu.:18673  ","1st Qu.:18698  "
"1823","Kelly3","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :38303  ","Median :110471.43  ","Median :110456  ","Median :40346  ","Median :40344  ","Median :43755  ","Median :43375  ","Median :19327  ","Median :19325  ","Median :23513  ","Median :23516  ","Median :19248  ","Median :19272  ","Median :43755  ","Median :43375  ","Median :21371  ","Median :21381  ","Median :18768  ","Median :18792  "
"1824","Kelly3","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :38285  ","Mean   :110069.28  ","Mean   :110059  ","Mean   :40188  ","Mean   :40186  ","Mean   :43433  ","Mean   :43085  ","Mean   :19341  ","Mean   :19340  ","Mean   :23450  ","Mean   :23453  ","Mean   :19223  ","Mean   :19247  ","Mean   :43433  ","Mean   :43085  ","Mean   :21334  ","Mean   :21354  ","Mean   :18765  ","Mean   :18788  "
"1825","Kelly3","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:46114  ","3rd Qu.:144228.18  ","3rd Qu.:144206  ","3rd Qu.:48247  ","3rd Qu.:48244  ","3rd Qu.:51868  ","3rd Qu.:51585  ","3rd Qu.:19767  ","3rd Qu.:19765  ","3rd Qu.:25268  ","3rd Qu.:25274  ","3rd Qu.:19480  ","3rd Qu.:19515  ","3rd Qu.:51868  ","3rd Qu.:51585  ","3rd Qu.:22267  ","3rd Qu.:22272  ","3rd Qu.:18870  ","3rd Qu.:18895  "
"1826","Kelly3","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :57128  ","Max.   :193823.06  ","Max.   :193825  ","Max.   :60169  ","Max.   :60169  ","Max.   :64965  ","Max.   :64738  ","Max.   :20145  ","Max.   :20144  ","Max.   :28083  ","Max.   :28085  ","Max.   :19998  ","Max.   :20040  ","Max.   :64965  ","Max.   :64738  ","Max.   :23782  ","Max.   :23831  ","Max.   :19051  ","Max.   :19096  "
"1827","Kelly3",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1828","Kelly4","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :13646  ","Min.   :     3.27  ","Min.   :     1  ","Min.   :14012  ","Min.   :14012  ","Min.   :13559  ","Min.   :13575  ","Min.   :18409  ","Min.   :18409  ","Min.   :17315  ","Min.   :17316  ","Min.   :18139  ","Min.   :18139  ","Min.   :13559  ","Min.   :13575  ","Min.   :17848  ","Min.   :17833  ","Min.   :18355  ","Min.   :18348  "
"1829","Kelly4","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:31465  ","1st Qu.: 79701.94  ","1st Qu.: 79691  ","1st Qu.:32971  ","1st Qu.:32971  ","1st Qu.:33860  ","1st Qu.:33840  ","1st Qu.:18999  ","1st Qu.:18998  ","1st Qu.:21805  ","1st Qu.:21807  ","1st Qu.:18992  ","1st Qu.:19006  ","1st Qu.:33860  ","1st Qu.:33840  ","1st Qu.:20269  ","1st Qu.:20347  ","1st Qu.:18648  ","1st Qu.:18674  "
"1830","Kelly4","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :38308  ","Median :110466.14  ","Median :110453  ","Median :40342  ","Median :40341  ","Median :41892  ","Median :41937  ","Median :19323  ","Median :19323  ","Median :23508  ","Median :23512  ","Median :19246  ","Median :19272  ","Median :41892  ","Median :41937  ","Median :21138  ","Median :21182  ","Median :18743  ","Median :18768  "
"1831","Kelly4","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :38290  ","Mean   :110066.00  ","Mean   :110057  ","Mean   :40184  ","Mean   :40184  ","Mean   :41678  ","Mean   :41724  ","Mean   :19338  ","Mean   :19338  ","Mean   :23447  ","Mean   :23451  ","Mean   :19222  ","Mean   :19247  ","Mean   :41678  ","Mean   :41724  ","Mean   :21114  ","Mean   :21164  ","Mean   :18741  ","Mean   :18766  "
"1832","Kelly4","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:46119  ","3rd Qu.:144225.32  ","3rd Qu.:144205  ","3rd Qu.:48244  ","3rd Qu.:48243  ","3rd Qu.:50321  ","3rd Qu.:50407  ","3rd Qu.:19764  ","3rd Qu.:19763  ","3rd Qu.:25265  ","3rd Qu.:25273  ","3rd Qu.:19479  ","3rd Qu.:19514  ","3rd Qu.:50321  ","3rd Qu.:50407  ","3rd Qu.:22072  ","3rd Qu.:22109  ","3rd Qu.:18850  ","3rd Qu.:18877  "
"1833","Kelly4","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :57134  ","Max.   :193820.64  ","Max.   :193824  ","Max.   :60167  ","Max.   :60168  ","Max.   :63267  ","Max.   :63375  ","Max.   :20143  ","Max.   :20143  ","Max.   :28080  ","Max.   :28085  ","Max.   :19998  ","Max.   :20041  ","Max.   :63267  ","Max.   :63375  ","Max.   :23574  ","Max.   :23653  ","Max.   :19029  ","Max.   :19075  "
"1834","Kelly4",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1835","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :14602  ","Min.   :     2.43  ","Min.   :     1  ","Min.   :14740  ","Min.   :14740  ","Min.   :14562  ","Min.   :14552  ","Min.   :19348  ","Min.   :19348  ","Min.   :18218  ","Min.   :18219  ","Min.   :19087  ","Min.   :19087  ","Min.   :14562  ","Min.   :14552  ","Min.   :18808  ","Min.   :18791  ","Min.   :19311  ","Min.   :19305  "
"1836","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:32421  ","1st Qu.: 74917.87  ","1st Qu.: 74913  ","1st Qu.:32530  ","1st Qu.:32532  ","1st Qu.:32704  ","1st Qu.:32809  ","1st Qu.:19871  ","1st Qu.:19872  ","1st Qu.:22412  ","1st Qu.:22417  ","1st Qu.:19863  ","1st Qu.:19879  ","1st Qu.:32704  ","1st Qu.:32809  ","1st Qu.:20960  ","1st Qu.:21030  ","1st Qu.:19570  ","1st Qu.:19593  "
"1837","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :39265  ","Median :104629.64  ","Median :104622  ","Median :39654  ","Median :39656  ","Median :40185  ","Median :40389  ","Median :20183  ","Median :20185  ","Median :24040  ","Median :24044  ","Median :20101  ","Median :20124  ","Median :40185  ","Median :40389  ","Median :21758  ","Median :21794  ","Median :19657  ","Median :19676  "
