"",".id","X......id","X....TimeUS","X....DateUS","X....League","netEMEdge.Low","PropHKPriceEdge.Low","PropnetProbBEdge.Low","KProbHKPrice.Low","KProbnetProbB.Low","KProbFixed.Low","KProbFixednetProbB.Low","X.KEMProb.Low","KEMProbnetProbB.Low","KProbHalf.Low","KProbHalfnetProbB.Low","KProbQuarter.Low","KProbQuarternetProbB.Low","X.KProbAdj.Low","KProbAdjnetProbB.Low","X.KHalfAdj.Low","KHalfAdjnetProbB.Low","KEMQuarterAdj.Low","KEMQuarterAdjnetProbB.Low"
"57","Kelly3","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  "
"58","Kelly3","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:20164  ","1st Qu.:20164  ","1st Qu.:20164  ","1st Qu.:20164  ","1st Qu.:20164  ","1st Qu.:20164  ","1st Qu.:20164  ","1st Qu.:20164  ","1st Qu.:20164  ","1st Qu.:20164  ","1st Qu.:20164  ","1st Qu.:20164  ","1st Qu.:20164  ","1st Qu.:20164  ","1st Qu.:20164  ","1st Qu.:20164  ","1st Qu.:20164  ","1st Qu.:20164  ","1st Qu.:20164  "
"59","Kelly3","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :20253  ","Median :20253  ","Median :20253  ","Median :20253  ","Median :20253  ","Median :20253  ","Median :20253  ","Median :20253  ","Median :20253  ","Median :20253  ","Median :20253  ","Median :20253  ","Median :20253  ","Median :20253  ","Median :20253  ","Median :20253  ","Median :20253  ","Median :20253  ","Median :20253  "
"60","Kelly3","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :19717  ","Mean   :19717  ","Mean   :19717  ","Mean   :19717  ","Mean   :19717  ","Mean   :19717  ","Mean   :19717  ","Mean   :19717  ","Mean   :19717  ","Mean   :19717  ","Mean   :19717  ","Mean   :19717  ","Mean   :19717  ","Mean   :19717  ","Mean   :19717  ","Mean   :19717  ","Mean   :19717  ","Mean   :19717  ","Mean   :19717  "
"61","Kelly3","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:20354  ","3rd Qu.:20354  ","3rd Qu.:20354  ","3rd Qu.:20354  ","3rd Qu.:20354  ","3rd Qu.:20354  ","3rd Qu.:20354  ","3rd Qu.:20354  ","3rd Qu.:20354  ","3rd Qu.:20354  ","3rd Qu.:20354  ","3rd Qu.:20354  ","3rd Qu.:20354  ","3rd Qu.:20354  ","3rd Qu.:20354  ","3rd Qu.:20354  ","3rd Qu.:20354  ","3rd Qu.:20354  ","3rd Qu.:20354  "
"62","Kelly3","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :20519  ","Max.   :20519  ","Max.   :20519  ","Max.   :20519  ","Max.   :20519  ","Max.   :20519  ","Max.   :20519  ","Max.   :20519  ","Max.   :20519  ","Max.   :20519  ","Max.   :20519  ","Max.   :20519  ","Max.   :20519  ","Max.   :20519  ","Max.   :20519  ","Max.   :20519  ","Max.   :20519  ","Max.   :20519  ","Max.   :20519  "
"63","Kelly3",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","Kelly4","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  "
"65","Kelly4","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:20164  ","1st Qu.:20164  ","1st Qu.:20164  ","1st Qu.:20164  ","1st Qu.:20164  ","1st Qu.:20164  ","1st Qu.:20164  ","1st Qu.:20164  ","1st Qu.:20164  ","1st Qu.:20164  ","1st Qu.:20164  ","1st Qu.:20164  ","1st Qu.:20164  ","1st Qu.:20164  ","1st Qu.:20164  ","1st Qu.:20164  ","1st Qu.:20164  ","1st Qu.:20164  ","1st Qu.:20164  "
"66","Kelly4","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :20253  ","Median :20253  ","Median :20253  ","Median :20253  ","Median :20253  ","Median :20253  ","Median :20253  ","Median :20253  ","Median :20253  ","Median :20253  ","Median :20253  ","Median :20253  ","Median :20253  ","Median :20253  ","Median :20253  ","Median :20253  ","Median :20253  ","Median :20253  ","Median :20253  "
"67","Kelly4","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :19717  ","Mean   :19717  ","Mean   :19717  ","Mean   :19717  ","Mean   :19717  ","Mean   :19717  ","Mean   :19717  ","Mean   :19717  ","Mean   :19717  ","Mean   :19717  ","Mean   :19717  ","Mean   :19717  ","Mean   :19717  ","Mean   :19717  ","Mean   :19717  ","Mean   :19717  ","Mean   :19717  ","Mean   :19717  ","Mean   :19717  "
"68","Kelly4","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:20354  ","3rd Qu.:20354  ","3rd Qu.:20354  ","3rd Qu.:20354  ","3rd Qu.:20354  ","3rd Qu.:20354  ","3rd Qu.:20354  ","3rd Qu.:20354  ","3rd Qu.:20354  ","3rd Qu.:20354  ","3rd Qu.:20354  ","3rd Qu.:20354  ","3rd Qu.:20354  ","3rd Qu.:20354  ","3rd Qu.:20354  ","3rd Qu.:20354  ","3rd Qu.:20354  ","3rd Qu.:20354  ","3rd Qu.:20354  "
"69","Kelly4","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :20519  ","Max.   :20519  ","Max.   :20519  ","Max.   :20519  ","Max.   :20519  ","Max.   :20519  ","Max.   :20519  ","Max.   :20519  ","Max.   :20519  ","Max.   :20519  ","Max.   :20519  ","Max.   :20519  ","Max.   :20519  ","Max.   :20519  ","Max.   :20519  ","Max.   :20519  ","Max.   :20519  ","Max.   :20519  ","Max.   :20519  "
"70","Kelly4",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  "
"72","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  "
"73","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  "
"74","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  "
"75","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  "
"76","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  "
"77","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","Kelly2","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  "
"79","Kelly2","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  "
"80","Kelly2","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  "
"81","Kelly2","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  "
"82","Kelly2","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  "
"83","Kelly2","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  "
"84","Kelly2",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  "
"86","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  "
"87","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  "
"88","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  "
"89","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  "
"90","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  "
"91","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Kelly2","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  "
"93","Kelly2","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  "
"94","Kelly2","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  "
"95","Kelly2","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  "
"96","Kelly2","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  "
"97","Kelly2","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  "
"98","Kelly2",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  "
"100","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:20125  ","1st Qu.:20125  ","1st Qu.:20125  ","1st Qu.:20125  ","1st Qu.:20125  ","1st Qu.:20125  ","1st Qu.:20125  ","1st Qu.:20125  ","1st Qu.:20125  ","1st Qu.:20125  ","1st Qu.:20125  ","1st Qu.:20125  ","1st Qu.:20125  ","1st Qu.:20125  ","1st Qu.:20125  ","1st Qu.:20125  ","1st Qu.:20125  ","1st Qu.:20125  ","1st Qu.:20125  "
"101","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :20217  ","Median :20217  ","Median :20217  ","Median :20217  ","Median :20217  ","Median :20217  ","Median :20217  ","Median :20217  ","Median :20217  ","Median :20217  ","Median :20217  ","Median :20217  ","Median :20217  ","Median :20217  ","Median :20217  ","Median :20217  ","Median :20217  ","Median :20217  ","Median :20217  "
"102","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :19686  ","Mean   :19686  ","Mean   :19686  ","Mean   :19686  ","Mean   :19686  ","Mean   :19686  ","Mean   :19686  ","Mean   :19686  ","Mean   :19686  ","Mean   :19686  ","Mean   :19686  ","Mean   :19686  ","Mean   :19686  ","Mean   :19686  ","Mean   :19686  ","Mean   :19686  ","Mean   :19686  ","Mean   :19686  ","Mean   :19686  "
"103","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:20322  ","3rd Qu.:20322  ","3rd Qu.:20322  ","3rd Qu.:20322  ","3rd Qu.:20322  ","3rd Qu.:20322  ","3rd Qu.:20322  ","3rd Qu.:20322  ","3rd Qu.:20322  ","3rd Qu.:20322  ","3rd Qu.:20322  ","3rd Qu.:20322  ","3rd Qu.:20322  ","3rd Qu.:20322  ","3rd Qu.:20322  ","3rd Qu.:20322  ","3rd Qu.:20322  ","3rd Qu.:20322  ","3rd Qu.:20322  "
"104","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :20485  ","Max.   :20485  ","Max.   :20485  ","Max.   :20485  ","Max.   :20485  ","Max.   :20485  ","Max.   :20485  ","Max.   :20485  ","Max.   :20485  ","Max.   :20485  ","Max.   :20485  ","Max.   :20485  ","Max.   :20485  ","Max.   :20485  ","Max.   :20485  ","Max.   :20485  ","Max.   :20485  ","Max.   :20485  ","Max.   :20485  "
"105","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Kelly2","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  "
"107","Kelly2","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:20148  ","1st Qu.:20148  ","1st Qu.:20148  ","1st Qu.:20148  ","1st Qu.:20148  ","1st Qu.:20148  ","1st Qu.:20148  ","1st Qu.:20148  ","1st Qu.:20148  ","1st Qu.:20148  ","1st Qu.:20148  ","1st Qu.:20148  ","1st Qu.:20148  ","1st Qu.:20148  ","1st Qu.:20148  ","1st Qu.:20148  ","1st Qu.:20148  ","1st Qu.:20148  ","1st Qu.:20148  "
"108","Kelly2","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :20232  ","Median :20232  ","Median :20232  ","Median :20232  ","Median :20232  ","Median :20232  ","Median :20232  ","Median :20232  ","Median :20232  ","Median :20232  ","Median :20232  ","Median :20232  ","Median :20232  ","Median :20232  ","Median :20232  ","Median :20232  ","Median :20232  ","Median :20232  ","Median :20232  "
"109","Kelly2","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :19699  ","Mean   :19699  ","Mean   :19699  ","Mean   :19699  ","Mean   :19699  ","Mean   :19699  ","Mean   :19699  ","Mean   :19699  ","Mean   :19699  ","Mean   :19699  ","Mean   :19699  ","Mean   :19699  ","Mean   :19699  ","Mean   :19699  ","Mean   :19699  ","Mean   :19699  ","Mean   :19699  ","Mean   :19699  ","Mean   :19699  "
"110","Kelly2","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:20333  ","3rd Qu.:20333  ","3rd Qu.:20333  ","3rd Qu.:20333  ","3rd Qu.:20333  ","3rd Qu.:20333  ","3rd Qu.:20333  ","3rd Qu.:20333  ","3rd Qu.:20333  ","3rd Qu.:20333  ","3rd Qu.:20333  ","3rd Qu.:20333  ","3rd Qu.:20333  ","3rd Qu.:20333  ","3rd Qu.:20333  ","3rd Qu.:20333  ","3rd Qu.:20333  ","3rd Qu.:20333  ","3rd Qu.:20333  "
"111","Kelly2","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :20495  ","Max.   :20495  ","Max.   :20495  ","Max.   :20495  ","Max.   :20495  ","Max.   :20495  ","Max.   :20495  ","Max.   :20495  ","Max.   :20495  ","Max.   :20495  ","Max.   :20495  ","Max.   :20495  ","Max.   :20495  ","Max.   :20495  ","Max.   :20495  ","Max.   :20495  ","Max.   :20495  ","Max.   :20495  ","Max.   :20495  "
"112","Kelly2",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
