"",".id","X......id","X....TimeUS","X....DateUS","X....League","netEMEdge.Low","PropHKPriceEdge.Low","PropnetProbBEdge.Low","KProbHKPrice.Low","KProbnetProbB.Low","KProbFixed.Low","KProbFixednetProbB.Low","X.KEMProb.Low","KEMProbnetProbB.Low","KProbHalf.Low","KProbHalfnetProbB.Low","KProbQuarter.Low","KProbQuarternetProbB.Low","X.KProbAdj.Low","KProbAdjnetProbB.Low","X.KHalfAdj.Low","KHalfAdjnetProbB.Low","KEMQuarterAdj.Low","KEMQuarterAdjnetProbB.Low"
"194","Kelly2","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:20301  ","3rd Qu.:20301  ","3rd Qu.:20301  ","3rd Qu.:20301  ","3rd Qu.:20301  ","3rd Qu.:20301  ","3rd Qu.:20301  ","3rd Qu.:20301  ","3rd Qu.:20301  ","3rd Qu.:20301  ","3rd Qu.:20301  ","3rd Qu.:20301  ","3rd Qu.:20301  ","3rd Qu.:20301  ","3rd Qu.:20301  ","3rd Qu.:20301  ","3rd Qu.:20301  ","3rd Qu.:20301  ","3rd Qu.:20301  "
"195","Kelly2","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :20448  ","Max.   :20448  ","Max.   :20448  ","Max.   :20448  ","Max.   :20448  ","Max.   :20448  ","Max.   :20448  ","Max.   :20448  ","Max.   :20448  ","Max.   :20448  ","Max.   :20448  ","Max.   :20448  ","Max.   :20448  ","Max.   :20448  ","Max.   :20448  ","Max.   :20448  ","Max.   :20448  ","Max.   :20448  ","Max.   :20448  "
"196","Kelly2",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Kelly3","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  "
"198","Kelly3","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:20069  ","1st Qu.:20069  ","1st Qu.:20069  ","1st Qu.:20069  ","1st Qu.:20069  ","1st Qu.:20069  ","1st Qu.:20069  ","1st Qu.:20069  ","1st Qu.:20069  ","1st Qu.:20069  ","1st Qu.:20069  ","1st Qu.:20069  ","1st Qu.:20069  ","1st Qu.:20069  ","1st Qu.:20069  ","1st Qu.:20069  ","1st Qu.:20069  ","1st Qu.:20069  ","1st Qu.:20069  "
"199","Kelly3","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :20169  ","Median :20169  ","Median :20169  ","Median :20169  ","Median :20169  ","Median :20169  ","Median :20169  ","Median :20169  ","Median :20169  ","Median :20169  ","Median :20169  ","Median :20169  ","Median :20169  ","Median :20169  ","Median :20169  ","Median :20169  ","Median :20169  ","Median :20169  ","Median :20169  "
"200","Kelly3","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :19646  ","Mean   :19646  ","Mean   :19646  ","Mean   :19646  ","Mean   :19646  ","Mean   :19646  ","Mean   :19646  ","Mean   :19646  ","Mean   :19646  ","Mean   :19646  ","Mean   :19646  ","Mean   :19646  ","Mean   :19646  ","Mean   :19646  ","Mean   :19646  ","Mean   :19646  ","Mean   :19646  ","Mean   :19646  ","Mean   :19646  "
"201","Kelly3","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:20297  ","3rd Qu.:20297  ","3rd Qu.:20297  ","3rd Qu.:20297  ","3rd Qu.:20297  ","3rd Qu.:20297  ","3rd Qu.:20297  ","3rd Qu.:20297  ","3rd Qu.:20297  ","3rd Qu.:20297  ","3rd Qu.:20297  ","3rd Qu.:20297  ","3rd Qu.:20297  ","3rd Qu.:20297  ","3rd Qu.:20297  ","3rd Qu.:20297  ","3rd Qu.:20297  ","3rd Qu.:20297  ","3rd Qu.:20297  "
"202","Kelly3","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :20458  ","Max.   :20458  ","Max.   :20458  ","Max.   :20458  ","Max.   :20458  ","Max.   :20458  ","Max.   :20458  ","Max.   :20458  ","Max.   :20458  ","Max.   :20458  ","Max.   :20458  ","Max.   :20458  ","Max.   :20458  ","Max.   :20458  ","Max.   :20458  ","Max.   :20458  ","Max.   :20458  ","Max.   :20458  ","Max.   :20458  "
"203","Kelly3",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Kelly4","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  "
"205","Kelly4","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:20130  ","1st Qu.:20130  ","1st Qu.:20130  ","1st Qu.:20130  ","1st Qu.:20130  ","1st Qu.:20130  ","1st Qu.:20130  ","1st Qu.:20130  ","1st Qu.:20130  ","1st Qu.:20130  ","1st Qu.:20130  ","1st Qu.:20130  ","1st Qu.:20130  ","1st Qu.:20130  ","1st Qu.:20130  ","1st Qu.:20130  ","1st Qu.:20130  ","1st Qu.:20130  ","1st Qu.:20130  "
"206","Kelly4","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :20211  ","Median :20211  ","Median :20211  ","Median :20211  ","Median :20211  ","Median :20211  ","Median :20211  ","Median :20211  ","Median :20211  ","Median :20211  ","Median :20211  ","Median :20211  ","Median :20211  ","Median :20211  ","Median :20211  ","Median :20211  ","Median :20211  ","Median :20211  ","Median :20211  "
"207","Kelly4","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :19677  ","Mean   :19677  ","Mean   :19677  ","Mean   :19677  ","Mean   :19677  ","Mean   :19677  ","Mean   :19677  ","Mean   :19677  ","Mean   :19677  ","Mean   :19677  ","Mean   :19677  ","Mean   :19677  ","Mean   :19677  ","Mean   :19677  ","Mean   :19677  ","Mean   :19677  ","Mean   :19677  ","Mean   :19677  ","Mean   :19677  "
"208","Kelly4","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:20307  ","3rd Qu.:20307  ","3rd Qu.:20307  ","3rd Qu.:20307  ","3rd Qu.:20307  ","3rd Qu.:20307  ","3rd Qu.:20307  ","3rd Qu.:20307  ","3rd Qu.:20307  ","3rd Qu.:20307  ","3rd Qu.:20307  ","3rd Qu.:20307  ","3rd Qu.:20307  ","3rd Qu.:20307  ","3rd Qu.:20307  ","3rd Qu.:20307  ","3rd Qu.:20307  ","3rd Qu.:20307  ","3rd Qu.:20307  "
"209","Kelly4","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :20460  ","Max.   :20460  ","Max.   :20460  ","Max.   :20460  ","Max.   :20460  ","Max.   :20460  ","Max.   :20460  ","Max.   :20460  ","Max.   :20460  ","Max.   :20460  ","Max.   :20460  ","Max.   :20460  ","Max.   :20460  ","Max.   :20460  ","Max.   :20460  ","Max.   :20460  ","Max.   :20460  ","Max.   :20460  ","Max.   :20460  "
"210","Kelly4",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  "
"212","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:4778  ","1st Qu.:4778  ","1st Qu.:4778  ","1st Qu.:4778  ","1st Qu.:4778  ","1st Qu.:4778  ","1st Qu.:4778  ","1st Qu.:4778  ","1st Qu.:4778  ","1st Qu.:4778  ","1st Qu.:4778  ","1st Qu.:4778  ","1st Qu.:4778  ","1st Qu.:4778  ","1st Qu.:4778  ","1st Qu.:4778  ","1st Qu.:4778  ","1st Qu.:4778  ","1st Qu.:4778  "
"213","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :4783  ","Median :4783  ","Median :4783  ","Median :4783  ","Median :4783  ","Median :4783  ","Median :4783  ","Median :4783  ","Median :4783  ","Median :4783  ","Median :4783  ","Median :4783  ","Median :4783  ","Median :4783  ","Median :4783  ","Median :4783  ","Median :4783  ","Median :4783  ","Median :4783  "
"214","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :4652  ","Mean   :4652  ","Mean   :4652  ","Mean   :4652  ","Mean   :4652  ","Mean   :4652  ","Mean   :4652  ","Mean   :4652  ","Mean   :4652  ","Mean   :4652  ","Mean   :4652  ","Mean   :4652  ","Mean   :4652  ","Mean   :4652  ","Mean   :4652  ","Mean   :4652  ","Mean   :4652  ","Mean   :4652  ","Mean   :4652  "
"215","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:4785  ","3rd Qu.:4785  ","3rd Qu.:4785  ","3rd Qu.:4785  ","3rd Qu.:4785  ","3rd Qu.:4785  ","3rd Qu.:4785  ","3rd Qu.:4785  ","3rd Qu.:4785  ","3rd Qu.:4785  ","3rd Qu.:4785  ","3rd Qu.:4785  ","3rd Qu.:4785  ","3rd Qu.:4785  ","3rd Qu.:4785  ","3rd Qu.:4785  ","3rd Qu.:4785  ","3rd Qu.:4785  ","3rd Qu.:4785  "
"216","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :4787  ","Max.   :4787  ","Max.   :4787  ","Max.   :4787  ","Max.   :4787  ","Max.   :4787  ","Max.   :4787  ","Max.   :4787  ","Max.   :4787  ","Max.   :4787  ","Max.   :4787  ","Max.   :4787  ","Max.   :4787  ","Max.   :4787  ","Max.   :4787  ","Max.   :4787  ","Max.   :4787  ","Max.   :4787  ","Max.   :4787  "
"217","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","Kelly2","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  "
"219","Kelly2","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  "
"220","Kelly2","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  "
"221","Kelly2","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  "
"222","Kelly2","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  "
"223","Kelly2","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  "
"224","Kelly2",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  "
"226","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:4781  ","1st Qu.:4781  ","1st Qu.:4781  ","1st Qu.:4781  ","1st Qu.:4781  ","1st Qu.:4781  ","1st Qu.:4781  ","1st Qu.:4781  ","1st Qu.:4781  ","1st Qu.:4781  ","1st Qu.:4781  ","1st Qu.:4781  ","1st Qu.:4781  ","1st Qu.:4781  ","1st Qu.:4781  ","1st Qu.:4781  ","1st Qu.:4781  ","1st Qu.:4781  ","1st Qu.:4781  "
"227","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :4787  ","Median :4787  ","Median :4787  ","Median :4787  ","Median :4787  ","Median :4787  ","Median :4787  ","Median :4787  ","Median :4787  ","Median :4787  ","Median :4787  ","Median :4787  ","Median :4787  ","Median :4787  ","Median :4787  ","Median :4787  ","Median :4787  ","Median :4787  ","Median :4787  "
"228","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :4658  ","Mean   :4658  ","Mean   :4658  ","Mean   :4658  ","Mean   :4658  ","Mean   :4658  ","Mean   :4658  ","Mean   :4658  ","Mean   :4658  ","Mean   :4658  ","Mean   :4658  ","Mean   :4658  ","Mean   :4658  ","Mean   :4658  ","Mean   :4658  ","Mean   :4658  ","Mean   :4658  ","Mean   :4658  ","Mean   :4658  "
"229","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:4793  ","3rd Qu.:4793  ","3rd Qu.:4793  ","3rd Qu.:4793  ","3rd Qu.:4793  ","3rd Qu.:4793  ","3rd Qu.:4793  ","3rd Qu.:4793  ","3rd Qu.:4793  ","3rd Qu.:4793  ","3rd Qu.:4793  ","3rd Qu.:4793  ","3rd Qu.:4793  ","3rd Qu.:4793  ","3rd Qu.:4793  ","3rd Qu.:4793  ","3rd Qu.:4793  ","3rd Qu.:4793  ","3rd Qu.:4793  "
"230","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :4805  ","Max.   :4805  ","Max.   :4805  ","Max.   :4805  ","Max.   :4805  ","Max.   :4805  ","Max.   :4805  ","Max.   :4805  ","Max.   :4805  ","Max.   :4805  ","Max.   :4805  ","Max.   :4805  ","Max.   :4805  ","Max.   :4805  ","Max.   :4805  ","Max.   :4805  ","Max.   :4805  ","Max.   :4805  ","Max.   :4805  "
"231","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Kelly2","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  "
"233","Kelly2","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  "
"234","Kelly2","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  "
"235","Kelly2","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  "
"236","Kelly2","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  "
"237","Kelly2","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  "
"238","Kelly2",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  "
"240","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:4778  ","1st Qu.:4778  ","1st Qu.:4778  ","1st Qu.:4778  ","1st Qu.:4778  ","1st Qu.:4778  ","1st Qu.:4778  ","1st Qu.:4778  ","1st Qu.:4778  ","1st Qu.:4778  ","1st Qu.:4778  ","1st Qu.:4778  ","1st Qu.:4778  ","1st Qu.:4778  ","1st Qu.:4778  ","1st Qu.:4778  ","1st Qu.:4778  ","1st Qu.:4778  ","1st Qu.:4778  "
"241","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :4783  ","Median :4783  ","Median :4783  ","Median :4783  ","Median :4783  ","Median :4783  ","Median :4783  ","Median :4783  ","Median :4783  ","Median :4783  ","Median :4783  ","Median :4783  ","Median :4783  ","Median :4783  ","Median :4783  ","Median :4783  ","Median :4783  ","Median :4783  ","Median :4783  "
"242","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :4652  ","Mean   :4652  ","Mean   :4652  ","Mean   :4652  ","Mean   :4652  ","Mean   :4652  ","Mean   :4652  ","Mean   :4652  ","Mean   :4652  ","Mean   :4652  ","Mean   :4652  ","Mean   :4652  ","Mean   :4652  ","Mean   :4652  ","Mean   :4652  ","Mean   :4652  ","Mean   :4652  ","Mean   :4652  ","Mean   :4652  "
"243","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:4785  ","3rd Qu.:4785  ","3rd Qu.:4785  ","3rd Qu.:4785  ","3rd Qu.:4785  ","3rd Qu.:4785  ","3rd Qu.:4785  ","3rd Qu.:4785  ","3rd Qu.:4785  ","3rd Qu.:4785  ","3rd Qu.:4785  ","3rd Qu.:4785  ","3rd Qu.:4785  ","3rd Qu.:4785  ","3rd Qu.:4785  ","3rd Qu.:4785  ","3rd Qu.:4785  ","3rd Qu.:4785  ","3rd Qu.:4785  "
"244","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :4786  ","Max.   :4786  ","Max.   :4786  ","Max.   :4786  ","Max.   :4786  ","Max.   :4786  ","Max.   :4786  ","Max.   :4786  ","Max.   :4786  ","Max.   :4786  ","Max.   :4786  ","Max.   :4786  ","Max.   :4786  ","Max.   :4786  ","Max.   :4786  ","Max.   :4786  ","Max.   :4786  ","Max.   :4786  ","Max.   :4786  "
"245","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Kelly2","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  "
"247","Kelly2","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  "
"248","Kelly2","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  "
"249","Kelly2","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  "
